	Aspergillus oryzae	Aspergillus chevalieri	Fusarium poae	Saccharomycodes ludwigii	Malassezia restricta	Fusarium verticillioides	Aspergillus fumigatus	Candida albicans	Fusarium pseudograminearum	Scheffersomyces stipitis	Brettanomyces bruxellensis	Fusarium fujikuroi	Candida dubliniensis	Kluyveromyces lactis	Fusarium venenatum	Thermothelomyces thermophilus	Kazachstania africana	Naumovozyma dairenensis	Pyricularia oryzae	Yarrowia lipolytica	Colletotrichum higginsianum	Lachancea thermotolerans	Saccharomyces eubayanus	Fusarium graminearum	Candida orthopsilosis	Torulaspora delbrueckii	Schizosaccharomyces pombe	Cercospora beticola	Rhizoctonia solani	Sporisorium graminicola	Pochonia chlamydosporia	Cryptococcus neoformans	Zymoseptoria tritici	Naumovozyma castellii	Thermothielavioides terrestris	Aspergillus luchuensis	[Candida] glabrata	Tetrapisispora blattae	Saccharomyces paradoxus	Zygotorulaspora mrakii	Sugiyamaella lignohabitans	Kluyveromyces marxianus	Tetrapisispora phaffii	Pyricularia pennisetigena	Fusarium oxysporum	Pyricularia grisea	Aspergillus puulaauensis	Talaromyces rugulosus	Fusarium musae	Zygosaccharomyces rouxii	Debaryomyces hansenii	Pichia kudriavzevii	Botrytis cinerea	Ustilaginoidea virens	Saccharomyces cerevisiae	Marasmius oreades	Eremothecium cymbalariae	Neurospora crassa	Aspergillus flavus	Drechmeria coniospora
Lacimicrobium alkaliphilum	0.945308642	0.594294815	0.682208576	0.471559026	0.171745719	0.852695791	0.13008753	0.26512837	1.781497379	0.225924023	0.748068867	0.498868409	0.856842383	1.166427615	-1.153670023	-1.096894067	-0.526624081	-0.739238964	1.227610186	-0.128661255	-0.493031226	-0.100539224	-0.05882743	-0.120273718	-0.801769784	0.27832401	0.424399908	0.843489284	0.241026354	1.105370194	0.885252069	1.157545062	0.173365604	0.498985047	-0.72892563	2.774256789	2.941453218	2.025629424	1.420678087	1.363687218	1.494832851	2.821516696	2.58254111	2.845060417	2.97214224	2.29499564	3.49269217	2.378586674	2.466084249	1.370003229	1.771932893	1.642873666	1.499811107	1.770568537	1.447577298	1.759350527	2.476823375	2.594982778	2.092968264	2.126048215
Microbacterium sp. YJN-G	-0.014622169	0.243567037	0.038929603	1.244585847	0.97293356	0.528376584	0.59028683	0.318101175	2.172644621	1.896668697	1.805089359	1.75739432	2.305679964	1.997031446	1.388068669	1.328178363	2.398220551	1.77292348	6.327523341	2.563093988	3.046132481	2.547576177	2.948237902	2.654040696	1.469673114	2.700580916	-1.542496753	-0.813475774	-0.927907417	-2.767678098	-1.65887754	-1.59601878	-0.789461744	-1.109294726	-0.701601341	-0.138822896	0.740444717	1.653261038	0.746552016	0.75379903	0.509298295	-1.257228866	-1.169497696	-1.181392511	-0.39946617	-0.717247661	0.159267205	1.308252228	0.622061098	-0.443720201	0.492857585	0.002277066	0.868333767	0.268861407	0.318558105	0.489094976	0.579995466	0.395626664	0.397946345	0.374524647
Sphaerochaeta pleomorpha	-0.70969065	-1.078034539	-1.205255675	-0.41924626	-1.186229983	-0.895655703	-1.831983935	-1.624263424	2.267379625	-0.403094129	0.367924672	-0.020169434	0.864148757	0.753154869	-3.037238586	-2.241242599	-0.817154213	-1.604900268	5.58133045	-0.389033028	-0.884306858	-0.744536838	-0.233453697	-0.527848613	-3.415542224	-0.681320798	-3.262366314	-2.122245691	-3.12754597	-3.379168771	-2.544366358	-2.029636196	-4.397673057	-3.403736477	-4.607184598	0.43212809	1.439150467	1.075780704	-0.468601644	-0.232279887	-0.252001602	0.811040996	0.002989945	0.609172459	1.453767842	0.371596514	2.501066324	1.836276766	1.205851778	-0.984209613	0.22155825	-0.307330625	0.747517121	0.50293058	-0.04288062	0.439643605	1.862821682	1.525814642	0.755985638	0.892876052
Capnocytophaga sp. oral taxon 878	0.403426221	0.004592552	-0.103444761	0.483139778	-0.222358096	0.047452437	-0.830328634	-0.54719007	2.882963374	0.370258773	1.127726455	0.771650832	1.507461315	1.384658094	-2.080304418	-1.165706292	-0.037581219	-0.681725472	5.546056364	0.283158531	-0.327854277	-0.128093117	0.320120512	0.092974868	-2.644451081	-0.216377674	-1.890121314	-0.935969565	-1.873534102	-1.842902242	-1.167495632	-0.677870561	-3.352952493	-2.210037014	-3.352249239	1.207134447	2.036567428	1.606467087	0.299859636	0.58550808	0.60035743	1.977854569	1.094887985	1.715683612	2.401100373	1.461704733	3.272185979	2.481634496	1.947691408	0.096530498	1.066163134	0.651744664	1.632769886	1.459392941	0.914092823	1.321209086	2.710946596	2.347219022	1.613179213	1.767635391
Vibrio vulnificus	-0.073025147	-0.568112413	-0.655747149	0.152910539	-0.772981577	-0.114208881	-1.423002668	-1.239205362	3.614769074	0.168831516	1.170036981	0.647212087	1.803261182	1.884230159	-3.174824366	-2.544249442	-0.626289089	-1.609858389	7.009138324	0.09371973	-0.43447208	-0.155616536	0.397958645	0.025994729	-3.131158937	0.268357526	-2.951753849	-1.490100857	-2.805335923	-2.857459446	-2.051341203	-1.407917504	-3.778128072	-2.8521866	-4.683130893	2.321611176	3.515541536	2.753877194	0.768308026	0.900305207	0.91795602	2.280894054	1.493822095	2.173404678	3.178515936	1.673339464	4.600817956	3.518294161	2.891488536	-0.056138761	1.508373203	0.836582794	1.795002856	1.646115857	0.97235676	1.660995324	3.383388782	3.169474037	2.156934267	2.281111668
Pandoraea fibrosis	3.264180494	3.059831594	2.720811666	2.732609609	2.576754514	0.899366421	1.60971646	2.672642843	1.540838163	1.870352426	1.96124922	2.198062607	1.335674639	-0.054839453	2.073867833	5.383679053	3.280225884	3.863489909	2.997363601	1.703526834	0.127261565	0.02234273	0.3356039	0.672842755	-2.353078106	-2.960854763	1.966276506	1.05701393	1.341499029	1.675443896	2.352645275	2.444000537	-4.2694411	-0.919494309	0.744136087	-4.001631288	-4.344249965	-3.243782075	-2.078220197	-0.683109727	-0.694143569	1.842649952	-0.364614823	0.494789	0.11546345	1.41472728	-1.211219719	-0.994860277	-1.569343958	0.84735735	-0.494817679	0.087237358	2.1707001	1.645416243	1.318564435	0.55759993	1.383308402	-0.157391396	-0.020520064	0.439421056
Peptoniphilus ivorii	1.087569191	1.055576818	1.113652923	0.490446428	0.752021255	0.612924539	0.915267731	1.108002326	-0.659444328	0.132605837	-0.008577546	0.13453976	-0.39528335	-0.447208702	0.982557053	1.26341426	0.24487079	0.741155857	-2.764085725	-0.134110623	-0.404480922	-0.272345071	-0.497747697	-0.274180679	0.439749874	-0.750763153	2.080095804	1.41607709	1.740038494	2.510968017	2.000903637	1.866336203	1.232047655	1.564005621	1.935904931	-0.137618859	-0.746186697	-0.837391672	0.024156259	0.1547891	0.246006709	0.972556752	0.835057281	0.810175951	0.270474778	0.826338457	-0.365908499	-0.589623079	-0.2675223	0.978354192	0.164726855	0.549382192	0.266337052	0.469837761	0.539563159	0.257173538	-0.008335328	-0.070227176	0.134300699	0.172402398
Fulvivirga sp. SW1-E11	0.934247334	0.891615623	0.970437254	0.307323963	0.572515656	0.528386868	0.780266327	0.945783549	-0.782930129	-0.044505579	-0.170036044	-0.042158878	-0.544067051	-0.52694862	0.768319869	0.931514028	-0.021226243	0.464045372	-3.071546805	-0.334464533	-0.571843351	-0.409891265	-0.656346878	-0.439042738	0.396345429	-0.771390512	1.999434156	1.362037906	1.659698816	2.495816953	1.923822757	1.792802823	1.351086901	1.579474661	1.840654561	0.035962174	-0.57875595	-0.763994716	0.060538158	0.138134657	0.240549109	0.964288904	0.897605164	0.84989981	0.306763487	0.802412146	-0.279869733	-0.577955359	-0.213379645	0.938532759	0.161177434	0.533828184	0.14646505	0.394050725	0.464186964	0.21483154	-0.060730954	-0.057497844	0.126118031	0.149075084
Nitrosomonas ureae	0.700296376	0.765989347	0.832503587	0.038026414	0.489981917	0.162193429	0.761437252	0.947860243	-1.877732489	-0.350107353	-0.699126159	-0.43882844	-1.238654262	-1.349216066	1.210381116	1.458464339	-0.028553828	0.693134008	-4.658220357	-0.60689526	-0.814363066	-0.74339862	-1.076334019	-0.763935874	0.5246754	-1.401295367	2.261448155	1.261393208	1.870915847	2.665270086	2.004559111	1.737297036	1.398276761	1.636809223	2.443751744	-1.248037247	-2.119387416	-2.018263473	-0.702402775	-0.557474411	-0.470030855	0.048460697	0.009886811	-0.13203717	-0.895840656	0.016592007	-1.87226905	-1.863044001	-1.425466082	0.51509583	-0.669498255	-0.125280162	-0.548209868	-0.328507068	-0.126899029	-0.577393518	-1.180682918	-1.243759608	-0.821987684	-0.796114917
Photobacterium damselae	0.447654227	0.465697099	0.512840597	-0.052297703	0.237672047	0.032891398	0.408690073	0.563082189	-1.307092216	-0.351415195	-0.555641932	-0.389091843	-0.931450532	-1.007267305	0.637414981	0.86257818	-0.159865811	0.334321867	-3.251704781	-0.556598342	-0.749345406	-0.674325408	-0.89752983	-0.680225596	0.120662071	-1.148460318	1.474322553	0.79662589	1.181494706	1.797368544	1.334066386	1.169158762	0.765776748	1.003596344	1.502292345	-0.883884114	-1.481461685	-1.458767073	-0.57120155	-0.453957378	-0.384416835	0.105122577	0.028896336	-0.038385676	-0.564837993	0.040107211	-1.22519404	-1.293091845	-0.992172237	0.312814378	-0.500394341	-0.123455776	-0.395541014	-0.232252619	-0.119828009	-0.421739924	-0.777834637	-0.836196293	-0.576698581	-0.549620021
Commensalibacter sp. AMU001	-0.184248822	-0.128168023	-0.112305589	-0.688924621	-0.344676602	-0.772144388	-0.218404218	-0.001927683	-2.302945152	-1.032003443	-1.3200904	-1.089944449	-1.780651592	-1.997648628	0.241180248	0.692445	-0.626103696	-0.026253372	-4.218491234	-1.212893075	-1.471572055	-1.453848929	-1.679153333	-1.414657824	-0.655207799	-2.21347068	0.908440356	0.060456253	0.57882992	1.13937768	0.717266533	0.507139094	-0.226812644	0.202315407	1.022884261	-2.353705492	-3.042404075	-2.815016771	-1.698083952	-1.472312192	-1.417008866	-0.913602135	-1.106367376	-1.159727698	-1.768659247	-0.936427388	-2.639896398	-2.539637896	-2.26639476	-0.548514831	-1.568137835	-1.106324725	-1.241552446	-1.139177918	-0.993690776	-1.412688082	-1.843648286	-2.024418905	-1.664837873	-1.610250741
Corynebacterium segmentosum	-0.541726161	-0.698511153	-0.460082308	-1.524794573	-1.220179859	-0.576232461	-0.687544942	-0.657698013	-2.277908312	-1.924637335	-1.914811022	-1.890581611	-2.259989986	-1.753278712	-1.356912833	-1.933002044	-2.561308924	-2.085140719	-6.237962652	-2.455667877	-2.555819875	-2.128241741	-2.552333142	-2.344325995	-0.633905556	-1.744728874	1.134850723	0.604057967	0.718209178	2.220829051	1.117615107	1.015209974	1.659504345	1.280945065	0.731521444	0.743240484	-0.00278086	-0.934913621	-0.271852182	-0.535391658	-0.327503981	0.643989314	1.006428521	0.827544291	0.179512334	0.295426116	-0.128964774	-1.085307527	-0.367930301	0.254391668	-0.379423676	-0.033501259	-1.190428219	-0.580828971	-0.529382983	-0.57283564	-0.888029608	-0.44355489	-0.417602649	-0.486761231
Ilyobacter polytropus	0.741745231	0.364422761	0.593357618	-0.497225651	-0.419462684	0.374989633	-0.076638072	0.157667793	-0.532709324	-1.109111242	-0.775517898	-0.875162243	-1.096895781	-0.616055236	-1.400227855	-1.496197739	-1.971862782	-1.599100426	-4.281924732	-1.823387952	-2.319655227	-1.708700419	-2.030985136	-1.83946643	-1.057525569	-1.486448264	1.794353945	1.457801802	1.232569763	3.153613479	2.10162886	2.183226768	1.380161406	1.62974271	0.590334604	2.145992305	1.529998892	0.264841248	0.639673292	0.531810618	0.797909592	2.77664269	2.700046329	2.797439703	2.242045386	2.093148241	2.118257622	0.607010958	1.241693584	1.432630364	0.940966787	1.245839256	0.357796676	1.011055963	0.824714321	0.882679948	1.126540861	1.417799465	1.15558509	1.167276925
Paenibacillus sp. 32O-W	0.888150867	0.539322408	0.754873433	-0.306156831	-0.208904696	0.505325641	0.121501017	0.35516525	-0.452704826	-0.902148137	-0.610566873	-0.687666086	-0.943315727	-0.507773409	-1.08446345	-1.14492078	-1.681583812	-1.290867815	-4.096711439	-1.582992087	-2.064281484	-1.491429941	-1.809117261	-1.61149892	-0.823833832	-1.334941049	1.951232807	1.577077432	1.402870688	3.239331707	2.224823076	2.286197022	1.488354065	1.749541553	0.834020004	2.053901734	1.429173299	0.26091523	0.689720985	0.603697616	0.856545024	2.741166248	2.657625411	2.744264805	2.181904418	2.100518216	2.005462061	0.598702065	1.212222417	1.5105683	0.979503179	1.296937082	0.454979844	1.073738752	0.909991338	0.935147557	1.132086572	1.392968842	1.173039062	1.187474922
Oceanispirochaeta crateris	0.911400587	0.55018795	0.771829558	-0.310372862	-0.217511889	0.526474962	0.119584301	0.357148786	-0.428590426	-0.918764146	-0.611805218	-0.695952553	-0.945930709	-0.493556797	-1.133582797	-1.201987623	-1.729838823	-1.338915867	-4.145150088	-1.617382743	-2.110009564	-1.519616996	-1.842198721	-1.64360621	-0.85045788	-1.345273818	1.983412026	1.614485376	1.424111737	3.306851845	2.270075428	2.337928048	1.523388737	1.787266435	0.827306713	2.152099614	1.521939641	0.31326155	0.733128823	0.641096901	0.900721684	2.836692236	2.75226156	2.843669681	2.276116306	2.175902953	2.111169562	0.658233062	1.284662877	1.558563048	1.030961972	1.349220832	0.485837731	1.121348074	0.949015856	0.98303343	1.196185893	1.467469936	1.233142573	1.247365029
Tamlana carrageenivorans	1.400221349	1.0536147	1.270902364	0.160479013	0.284337182	0.966636124	0.624386554	0.877558037	-0.112139759	-0.466101991	-0.194958796	-0.254420444	-0.565603486	-0.146790677	-0.551644171	-0.572379291	-1.216045882	-0.776548812	-3.91825705	-1.164441587	-1.67049021	-1.093632569	-1.429620319	-1.210231095	-0.365623745	-0.999402445	2.549990822	2.107640832	1.972669379	3.861662728	2.810966256	2.856708878	1.987584085	2.28848054	1.433916216	2.393813503	1.712767812	0.55792996	1.076170705	1.009312184	1.267644221	3.204355377	3.101987568	3.186391603	2.574097033	2.558027133	2.327929523	0.922183287	1.558682159	1.99387769	1.379971943	1.735271861	0.882229661	1.511039146	1.357054978	1.349026675	1.515402517	1.761170596	1.567864458	1.587313251
Pedobacter schmidteae	1.794751378	1.371202672	1.650211517	0.336276105	0.463383497	1.40667142	0.907617363	1.158147115	0.194258079	-0.36975959	-0.01350531	-0.116767339	-0.403208271	0.185678669	-0.59890323	-0.793831781	-1.383948644	-0.920579797	-4.369611483	-1.205858302	-1.743639938	-1.031606008	-1.436546312	-1.203840851	-0.116769047	-0.730809052	3.159879229	2.728272995	2.503967337	4.763628656	3.483353206	3.555201823	2.81318284	3.014379601	1.823887121	3.496382114	2.734668845	1.250701036	1.741192565	1.584299562	1.897490249	4.135683717	4.112894994	4.188248283	3.505304342	3.359241432	3.333279609	1.586486697	2.36682447	2.651934626	2.041689912	2.414117689	1.296286042	2.08086247	1.890852966	1.948650723	2.160616311	2.53911365	2.263244533	2.264366379
