	Methanobacterium sp000499765	Methanobrevibacter_A smithii	Methanosphaera sp900322125	Granulicella sp. WH15	Actinomyces howellii	Actinomyces pacaensis	Arcanobacterium sp. 2701	Mycobacterium sp. MS1601	Tsukamurella tyrosinosolvens	Humibacter sp. WJ7-1	Glutamicibacter arilaitensis	Serinicoccus profundi	Micromonospora echinospora	Nocardioides marinisabuli	Nocardioides sp. S5	Propionibacterium acidifaciens	Allokutzneria albata	Amycolatopsis orientalis	Amycolatopsis sp. AA4	Kitasatospora sp. NA04385	Streptomyces gardneri	Streptomyces olivoreticuli	Nocardiopsis dassonvillei	Bacteroides caccae	Bacteroides cellulosilyticus	Bacteroides sp. A1C1	Bacteroides sp. HF-162	Phocaeicola coprophilus	Phocaeicola vulgatus	Butyricimonas virosa	Porphyromonas asaccharolytica	Prevotella dentalis	Alistipes sp. dk3624	Parabacteroides merdae	Hymenobacter qilianensis	Hymenobacter sp. 5116S-3	Hymenobacter sp. 5317J-9	Larkinella sp. IE-0392	Aequorivita sp. H23M31	Amniculibacterium sp. G2-70	Flavobacterium inviolabile	Flavobacterium sp. KBS0721	Gramella sp. MAR_2010_147	Polaribacter sp. L3A8	Chryseobacterium carnipullorum	Chryseobacterium manosquense	Pedobacter sp. Q8-18	Pedobacter sp. SW-16	Halothece sp. PCC 7418	Tolypothrix tenuis	Leptolyngbya sp. 7M	Deferribacter desulfuricans	Denitrovibrio acetiphilus	Deinococcus irradiatisoli	Deinococcus puniceus	Alicyclobacillus acidocaldarius	Anoxybacillus caldiproteolyticus	Bacillus fonticola	Bacillus pumilus	Bacillus sp. N1-1	Bacillus velezensis	Virgibacillus sp. Bac332	Virgibacillus sp. SK37	Paenibacillus sp. B01	Paenibacillus sp. FSL R5-0912	Paenibacillus sp. N3/727	Staphylococcus muscae	Staphylococcus nepalensis	Gemella morbillorum	Gemella sp. oral taxon 928	Granulicatella elegans	Vagococcus lutrae	Lactobacillus taiwanensis	Limosilactobacillus pontis	Lactococcus cremoris	Lactococcus lactis	Streptococcus agalactiae	Streptococcus anginosus	Streptococcus equi	Streptococcus marmotae	Streptococcus pyogenes	Streptococcus uberis	Clostridium scatologenes	Desulfitobacterium metallireducens	Blautia sp. NBRC 113351	Butyrivibrio fibrisolvens	Cellulosilyticum sp. WCF-2	Coprococcus comes	Coprococcus eutactus	[Clostridium] scindens	Lachnoclostridium phocaeense	[Ruminococcus] gnavus	Caproicibacterium lactatifermentans	Oscillibacter sp. NSJ-62	Filifactor alocis	Caloranaerobacter azorensis	[Clostridium] innocuum	Turicibacter sanguinis	Selenomonas sputigena	Veillonella atypica	Finegoldia magna	Fusobacterium canifelinum	Fusobacterium hwasookii	Fusobacterium nucleatum	Fusobacterium periodonticum	Fusobacterium pseudoperiodonticum	Fusobacterium sp. oral taxon 203	Leptotrichia buccalis	Leptotrichia hofstadii	Leptotrichia sp. oral taxon 212	Aquisphaera giovannonii	Bremerella volcania	Caulobacter soli	Bradyrhizobium lablabi	Pseudochrobactrum algeriensis	Methylorubrum populi	Paracoccus kondratievae	Paracoccus sp. S8-55	Paracoccus zhejiangensis	Mameliella alba	Salipiger sp. CCB-MM3	Sulfitobacter sp. D7	Roseomonas sp. S08	Nitrospirillum amazonense	Sphingomonas profundi	Sphingomonas sp. PAMC26645	Casimicrobium huifangae	Caballeronia zhejiangensis	Cupriavidus campinensis	Pandoraea faecigallinarum	Ralstonia pickettii	Ralstonia sp. 56D2	Massilia lutea	Laribacter hongkongensis	Eikenella corrodens	Neisseria meningitidis	Gallionella capsiferriformans	Desulforapulum autotrophicum	Desulfosediminicola flagellatus	Myxococcus hansupus	Pyxidicoccus sp. SCPEA002	Aliarcobacter trophiarum	Campylobacter concisus	Campylobacter hyointestinalis	Campylobacter rectus	Campylobacter showae	Sulfurovum indicum	Ignatzschineria sp. HR5S32	Sedimenticola thiotaurini	Shewanella piezotolerans	Shewanella woodyi	Citrobacter freundii	Citrobacter pasteurii	Citrobacter sp. R56	Pantoea cypripedii	Providencia alcalifaciens	Providencia sp. R33	Legionella spiritensis	Acinetobacter towneri	Halomonas sp. THAF12	Pseudomonas alkylphenolica	Pseudomonas arsenicoxydans	Pseudomonas palleroniana	Beggiatoa leptomitoformis	Vibrio harveyi	Rhodanobacter glycinis	Lysobacter oculi	Hydrogenophilus thermoluteolus	Leptospira tipperaryensis	Sphaerochaeta globosa	Treponema medium	Treponema primitia	Spiroplasma diminutum	Mycoplasma nasistruthionis	Thermodesulfatator indicus	Thermodesulfobacterium geofontis	Candida albicans	Pichia kudriavzevii	Fusarium verticillioides	Pyricularia grisea	Sporisorium graminicola	Human gammaherpesvirus 4	Human betaherpesvirus 6B	Human betaherpesvirus 7	Human immunodeficiency virus 1
D13077	0.11055445	0.059681692	0.319374535	0.390892008	0.643928335	0.307404468	0.296399316	0.149220774	0.473385069	0.139412697	0.491871357	0.442313068	0.426619376	0.347330197	0.687802962	0.355797269	0.430923833	0.274345588	0.450061482	0.426500102	0.351721477	0.411658589	0.369200306	-0.352959276	-0.315423843	-0.115534154	-0.084742959	0.039665624	-0.335355373	-0.114624528	-0.009913774	0.061186819	0.266491037	-0.217102554	0.447721921	0.420019388	0.335049794	0.205056474	0.368656459	0.312450822	0.252802024	0.257479446	0.479102696	0.455401456	0.309769918	0.101191664	0.357950196	0.197379429	0.43139162	0.206280636	0.367280593	0.090144398	0.43043398	0.477381494	0.413279855	0.396297153	0.178132431	0.447266617	0.393623526	0.290215323	0.434871777	0.353506236	0.312658218	0.640870039	0.589631033	0.385740311	0.448716365	0.34240933	0.015844427	0.308598239	0.155978459	0.376528932	0.512632359	0.382158029	0.275185166	0.487564453	0.355940937	-0.052397125	0.259201929	0.419908016	0.261365251	0.619821743	0.535621185	0.550428142	0.270825027	0.120441676	0.443099472	0.125422147	0.237071708	0.091295852	0.183342036	0.057722622	0.326156242	0.053025819	0.099619628	0.508794261	-0.029037763	0.23312625	0.235883992	0.019720916	0.193689628	0.071226317	-0.049129745	-0.116764421	0.095047448	-0.108042419	-0.013912874	0.346451212	0.428135871	0.316620916	0.582049095	0.309303402	0.366247051	0.419908016	0.242199288	0.077724964	0.284800352	0.490620473	0.272337827	0.340039958	0.306328	0.150870599	0.326223743	0.378260075	0.323612719	0.475619781	0.476180535	0.500496815	0.336048121	0.296626095	0.018340395	0.146859036	0.335609008	0.327613685	0.125224764	0.563267576	0.296399316	0.434675185	0.303934274	0.383219743	0.567168249	0.296399316	0.308571147	0.423031495	-0.01785853	-0.048691653	0.592553579	0.338378453	0.174127332	0.358021333	0.454373634	-0.040880619	0.365793494	0.29118739	0.637918703	0.094093417	0.295492475	0.220458809	-0.120209021	0.203795418	0.232764959	0.460517172	0.387790995	0.50689982	0.382853322	0.677903942	0.430923833	0.206630075	0.469290818	0.461906966	0.347729866	0.379053503	0.218682643	0.181402515	0.386883882	0.472032658	-0.150911786	0.218682643	0.358947603	0.143435138	0.444228685	-0.185825165	-0.255134583	-0.175968658	0.017477125
D13298	0.194623884	0.144522696	0.295514769	0.35499103	0.700486807	0.277206985	0.177953744	-0.077048895	0.427052939	0.188898152	0.222523274	0.374169191	0.151443046	0.282808202	0.378150561	0.456316441	0.367192477	0.330728081	0.571404334	0.418350904	0.327184938	0.624930643	0.269101452	-0.424452244	-0.258983554	-0.099056103	-0.162858696	-0.003384904	-0.321837269	-0.075826841	0.008187557	0.064735015	0.131671181	-0.224516972	0.346589308	0.632641866	0.15916354	0.248962996	0.501865936	0.145877227	-0.006117702	0.403110103	0.241328212	0.468438641	0.357228927	0.124417305	0.28015076	0.155635986	0.342402254	0.228290958	0.391498866	0.144613464	0.525428454	0.417591246	0.118604142	0.219283668	0.31133182	0.615144072	0.223445182	0.316714366	0.364225286	0.339368399	0.401199381	0.441055343	0.640108123	0.344661121	0.249600888	0.367473541	0.037393465	0.313401688	0.216661005	0.394950724	0.670396622	0.296205195	0.233249803	0.365098358	0.302568631	0.005068506	0.191418955	0.579753516	0.345268991	0.636046905	0.54672141	0.505509248	0.216679828	0.08165584	0.304134328	0.171919096	0.202029126	0.049173007	0.149905256	0.03188757	0.264692953	0.097962499	0.225487119	0.445712343	-0.074108231	0.100978044	0.196293323	0.023006171	0.215794903	0.093802348	-0.023527967	-0.12280073	0.1196703	-0.121295236	0.05777112	0.352104213	0.435156526	0.258371297	0.829204588	0.323481687	0.474821154	0.316983009	0.169201921	0.096498195	0.10851777	0.406912372	0.25405157	0.403154092	0.310650271	0.226773443	0.282468297	0.189870779	-0.07626589	0.462246062	0.392423484	0.47553748	0.23721573	0.448426765	0.019106156	0.208119242	0.528857814	0.234093227	0.070903527	0.407022666	0.177953744	0.646494275	0.329946218	0.352324069	0.600555279	0.177953744	0.154817347	0.46469627	0.048014211	0.033027022	0.438238155	0.376602236	0.217275844	0.311054168	0.264842292	-0.041814351	-0.07626589	0.082638599	0.328435459	0.06046374	0.166205841	0.310292394	0.001543743	0.334199198	0.139042203	0.359300783	0.177953744	0.273050854	0.267552666	0.79085777	0.367192477	0.046801055	0.542616942	0.43851063	0.364009857	0.298883335	0.296510355	0.364853922	0.186427732	0.267779104	-0.105387738	0.296510355	0.52142361	0.0988533	0.283272838	-0.136597315	-0.244186035	-0.088336773	-0.001858542
D13359	0.140503084	0.209801526	0.301798641	0.141733089	0.415721615	0.295678132	0.15584464	0.105169309	0.396086442	0.266455246	0.239154372	0.261090155	0.273022016	0.184440236	0.417130969	0.182550104	0.254669474	0.391930572	0.482393139	0.406360996	0.205587725	0.232339675	0.321095627	-0.240678392	-0.141601213	0.036798403	-0.057854015	0.042599938	-0.434557995	-0.030545262	-0.069811227	0.094818027	0.124812073	-0.205794619	0.312175869	0.514568182	0.118793964	0.233403673	0.265405695	0.270511282	0.08128056	0.32722463	0.41126802	0.365106256	0.164272084	0.00305881	0.352035225	0.242621476	0.357620957	0.237035635	0.201808193	-0.085784868	0.470595764	0.454116376	0.254669474	0.250471477	0.117234918	0.525664697	0.210914401	0.02375426	0.299701753	0.30896552	0.110859097	0.449056385	0.494446916	0.267089808	0.337346414	0.279818427	-0.070541211	0.243496913	0.284533457	0.489205519	0.555564504	0.341193056	0.234672927	0.220108984	0.101416381	-0.102560886	0.100256963	0.298140643	0.255589245	0.404423401	0.456773742	0.571343208	0.272808898	0.194514915	0.311986218	0.176086397	0.25473406	-0.08320896	0.279617787	-0.063386173	0.286726819	0.164630947	0.219410419	0.561218931	0.058813803	0.196940314	0.159847041	0.063272602	0.08479068	0.079748786	-0.008608219	-0.106419265	0.225723478	-0.178477745	0.134299957	0.289754057	0.364192905	0.215189684	0.538182341	0.175713608	0.381493361	0.429133063	0.124266604	0.056587979	-0.049012887	0.364646656	0.046131215	0.247402177	0.35101123	0.041215552	0.090547166	0.260956709	0.109819972	0.382203376	0.338769961	0.445168302	0.186321848	0.335213	0.132370088	0.225383293	0.069785436	0.253681861	0.30467284	0.449740757	0.15584464	0.393771479	0.264457591	0.292351504	0.605442777	0.15584464	0.143864419	0.242949141	0.203493417	0.149480609	0.452382506	0.43646181	0.289786344	0.188864257	0.17980785	-0.094680185	0.109819972	0.119177583	0.372429948	-0.110537493	0.102736269	0.293461723	-0.025572768	0.061763307	0.20325485	0.437869399	0.357969641	0.319812812	0.331643214	0.638874673	0.254669474	-0.017681169	0.315037891	0.331387411	0.416598046	0.19332608	0.089679021	0.148322198	0.359503797	0.393325697	0.068425134	0.089679021	0.089889535	0.127803327	0.466303115	-0.153646441	-0.136774648	-0.162206022	0.11377853
D13434	-0.07626589	-0.020658345	0.348628947	0.359959005	0.778665841	0.259530678	0.398416345	0.007711537	0.314471307	0.306412394	0.43691816	0.539036954	0.417256279	0.396605204	0.471738441	0.459151761	0.525083526	0.290433514	0.535834528	0.525847076	0.320098652	0.647655394	0.512802824	-0.369070271	-0.330921049	-0.161754212	-0.185608311	-0.137616848	-0.316179722	-0.145977501	0.15621425	0.016260342	0.101691838	-0.285534475	0.343813087	0.653017449	0.170070863	0.143527666	0.531145261	0.205390599	0.119682387	0.247031261	0.232057424	0.431383047	0.352399937	0.295809622	0.270515153	0.169042047	0.298436446	0.381504547	0.372107957	0.177953744	0.334745287	0.36857219	0.481850772	0.293824238	0.279911366	0.460383543	0.22105166	0.450587781	0.341474044	0.275223252	0.514545685	0.67484449	0.618793302	0.529086559	0.585897882	0.52868803	-0.034923676	0.296996095	0.258365489	0.37368969	0.43897395	0.399470457	0.162642158	0.392266319	0.328588505	-0.013831007	0.236529576	0.545327434	0.383708847	0.806565338	0.528040876	0.430571733	0.152297679	0.061088721	0.291190348	0.054306032	0.146816732	0.004672936	0.075255379	-0.118721195	0.247411232	0.089745179	0.167527558	0.558529736	-0.046119408	0.063575243	0.261200981	-0.016033258	0.234439365	0.057972467	-0.026557414	-0.136488163	0.064424603	-0.112904694	0.015242152	0.355028406	0.324011069	0.306501877	0.657690776	0.312594058	0.458151014	0.503238404	0.432590132	0.27049408	0.214621752	0.397323862	0.456026884	0.42462137	0.147005697	0.352141751	0.48994854	0.409754064	0.390081275	0.614064129	0.543081577	0.485400372	0.397523623	0.474265482	0.056337466	0.373584287	0.578381048	0.426320137	0.033929003	0.677199952	0.398416345	0.471580045	0.219794026	0.296281611	0.706018489	0.398416345	0.130029892	0.454329139	-0.015090927	-0.056103895	0.548249271	0.139937812	0.342644152	0.384446731	0.382898454	0.031829872	0.144613464	0.143879394	0.54025983	0.183651097	0.298822177	0.192597409	-0.007718716	0.310495921	0.265152049	0.516505599	0.381190534	0.526354696	0.137803175	0.773031507	0.525083526	0.25255285	0.409227805	0.330002924	0.35100764	0.258306062	0.304173304	0.232764236	0.38146837	0.426888433	-0.077063634	0.304173304	0.358385805	0.067928215	0.378329537	-0.136597315	-0.236248307	-0.080161768	-0.001858542
D13444	0.134259137	-0.15502608	0.303607264	0.31403258	0.348854962	0.31123423	0.157920649	-0.046946565	0.385111519	0.255145522	0.403991489	0.287176838	-0.011745588	0.112930351	0.238250897	0.288782894	0.113601203	0.23792752	0.254234678	0.141603053	0.041482753	0.130788708	0.226453512	-0.191388185	-0.284371706	-0.112718881	-0.044531267	-0.120441271	-0.307103343	-0.221572492	-0.110670717	0.016326145	-0.005737419	-0.316104217	0.206092619	0.221734021	0.073658478	0.031933842	-0.100139789	0.249280085	0.242162983	0.215190117	0.205321816	0.375992086	0.217235097	0.09859354	0.162643227	-0.037511026	0.163792031	0.122267112	0.231422985	-0.081087202	0.166155553	0.230084474	0.099811462	0.103477824	0.136757755	0.266815313	0.34822856	0.096549848	0.437180335	0.167284382	0.35394402	0.373766856	0.116503534	0.280610294	0.060785706	0.163618744	0.018574939	0.344697605	0.243664859	0.438356857	0.362993884	0.269802761	0.149984234	0.267635353	0.16664427	0.007891574	0.235343028	0.281485833	0.228265311	0.344932491	0.308015267	0.167398577	0.181060901	0.000334989	0.199730715	-0.027971793	0.058766869	-0.017065584	0.114432112	0.196120295	0.183146164	0.026100604	0.122652211	0.346517768	0.156756882	0.162651286	0.044442233	-0.002719938	0.017797392	-0.079746078	-0.046254864	-0.129167875	0.059010277	-0.087324324	0.014217066	0.224101615	0.180930201	0.258989847	0.388239296	0.273915079	0.357049548	-0.100139789	0.150210718	0.157325606	0.144678384	-0.116601511	0.098928896	0.147183998	0.015024202	0.194208038	0.123664122	0.179758596	0.157920649	0.370066435	0.082697029	0.048656873	-0.116601511	0.142234928	0.11362922	0.289101704	0.100030347	0.422124917	0.037703042	0.318961725	0.157920649	0.250784173	0.311735762	0.267367765	0.329334725	0.157920649	0.13890025	0.259355278	-0.13865819	-0.089133228	0.140403164	-0.008524173	0.213363186	0.2543257	0.086327991	-0.024162348	0.199128899	0.326876115	0.295032784	0.07044119	0.455855788	0.184118315	-0.001063585	0.266643957	0.421117574	0.086787817	-0.081087202	0.249276706	0.223637663	0.302707273	0.113601203	0.157124682	0.082104218	0.292364192	0.208561905	0.198607996	-0.100139789	0.065155468	-0.081087202	0.21580837	-0.042678749	-0.100139789	0.100030347	-0.024939231	0.236160779	-0.145232607	-0.077414792	-0.064458433	0.121155593
D13460	-0.033888889	-0.224709107	0.284150688	0.20043063	0.438136749	-0.129548681	-0.033888889	-0.081087202	0.161283604	-0.07626589	0.177814826	0.404793812	0.24776426	0.217094462	0.209487991	0.234942381	0.404793812	-0.07626589	-0.041851564	0.166162299	0.177814826	0.55589411	-0.066119355	-0.230567288	-0.097382559	-0.038508995	-0.012626432	-0.038627293	-0.121183401	-0.100677064	0.045537185	-0.052964686	0.031780999	-0.101688941	0.191665442	-0.048731434	-0.07626589	0.134259137	0.376664073	0.096607581	-0.066119355	-0.066119355	-0.085784868	-0.048731434	0.117034991	0.111653173	0.102558931	0.095378609	-0.090382769	0.198667756	0.116919574	0.466111111	0.124461519	-0.066119355	-0.041851564	0.062930995	0.086881895	-0.060697269	0.003788952	0.354369601	0.168827301	0.181561234	0.365025338	-0.066119355	0.257714632	-0.041851564	-0.048731434	-0.054942916	0.145210636	0.267021432	0.168070372	-0.054942916	-0.048731434	0.22669493	-0.116733496	0.250365547	0.285832053	0.087606755	0.265700176	0.404793812	0.256702669	0.490558349	0.141437349	0.083341047	-0.021931132	-0.037450609	0.174190663	-0.149813994	-0.046158623	0.075265745	-0.100319599	-0.043536318	0.062256819	-0.088952235	0.124509385	0.344929885	-0.16301271	-0.150912167	0.069461464	-0.079394715	0.176155723	0.062770961	0.086133328	0.055081511	-0.006888896	0.010204925	0.088068781	0.292149583	0.230336662	0.238824074	0.237482209	0.26963947	-0.033888889	-0.041851564	-0.033888889	0.243465947	0.245436283	0.322745893	0.382260438	0.177953744	-0.07626589	0.191373269	0.405170149	0.177953744	-0.033888889	-0.048731434	0.226540084	0.182900254	0.322745893	-0.033888889	-0.061089596	0.056712723	0.794951012	0.131622995	-0.036728938	-0.054942916	-0.033888889	0.24776426	0.089577452	-0.041851564	0.178856974	-0.033888889	0.085047262	0.237813888	-0.121015499	-0.159542858	-0.07626589	-0.081087202	-0.071290195	0.166162299	0.207958532	0.084861973	-0.033888889	-0.07626589	0.177953744	0.13479523	-0.060697269	0.094827824	0.108656881	0.28347295	0.217094462	-0.041851564	-0.033888889	-0.066119355	-0.066119355	0.209195818	0.404793812	0.141437349	0.207958532	0.10363771	0.044062589	0.109140892	0.376664073	0.20043063	-0.033888889	-0.048731434	-0.168254256	0.376664073	0.808672836	-0.142342428	-0.066119355	-0.060697269	-0.094515503	-0.159542858	0.197893525
D13598	0.23583086	0.119530442	0.222653963	0.428513052	0.656166835	0.353161629	0.22669493	-0.024157017	0.391416773	0.368262433	0.384834436	0.399733582	0.218543939	0.180103582	0.306197088	0.379882526	0.17032182	0.387157614	0.354603399	0.355834347	0.244862961	0.214661179	0.496201985	-0.285726043	-0.294795501	-0.136164377	-0.18403909	-0.05981559	-0.267012178	-0.070804623	0.066422897	0.029761392	0.093567039	-0.28290499	0.125654816	0.509792267	0.119837265	0.112041135	0.171341711	0.218416651	0.151618472	0.34242555	0.316320706	0.52415418	0.211805463	0.184993121	0.256069255	0.020313427	0.431495295	0.192015537	0.376782377	-0.066119355	0.295211887	0.512516185	0.415286922	0.328051633	0.279418021	0.362298518	0.249343499	0.17813205	0.324412297	0.226865349	0.217857763	0.646611998	0.580934904	0.370156739	0.555995322	0.429792535	-0.102005023	0.179976426	0.203115129	0.615617555	0.523152186	0.166378938	0.26307618	0.34456284	0.174176218	-0.013310227	0.11334822	0.140235031	0.269641356	0.437633816	0.494848348	0.433704485	0.216592328	0.078287672	0.234279108	0.097655133	0.173059941	0.058634151	0.208071437	0.013615578	0.259098552	0.133172771	0.133319495	0.339302729	0.045626542	0.188672311	0.156369405	0.009554646	0.188810036	0.051341629	-0.091765311	-0.177247233	0.098116892	-0.05874306	-0.014792406	0.246673073	0.234158983	0.209264312	0.562907802	0.204700426	0.471971412	0.431860153	0.519664061	0.098362497	0.052608947	0.128700559	0.187789807	0.251600177	0.268636816	0.13990601	0.23386364	0.249431878	0.53793592	0.503446305	0.322744929	0.28510532	0.121241271	0.491791733	0.085447884	0.279897802	0.171341711	0.400108813	0.083117658	0.638513045	0.22669493	0.406950262	0.196989001	0.4004985	0.56326252	0.22669493	0.138173844	0.390679647	-0.033904451	0.038219834	0.544630363	0.230084474	0.279649149	0.211485053	0.522529132	-0.049294313	0.245121635	0.276845378	0.387854567	0.068120103	0.203844918	0.315172588	-0.17634247	0.20097113	0.170263271	0.384180242	0.255496335	0.528312473	0.321881744	0.781698363	0.17032182	0.120933289	0.348726802	0.331022428	0.38162152	0.275415376	-0.081655034	0.157903232	0.245121635	0.299150867	-0.000256264	-0.081655034	-0.081655034	0.191433182	0.330858869	-0.11842419	-0.21629803	0.016610527	-0.129003021
D13687	-0.081087202	0.089078478	0.374770804	0.344093579	0.587531807	0.283696946	0.373266988	-0.015394402	0.416555977	0.275089153	0.402927829	0.254672447	0.394746986	0.19740581	0.584721393	0.328502751	0.247996461	0.255876788	0.492490766	0.486132316	0.280407455	0.461728582	0.455204163	-0.319034999	-0.256393993	-0.104537672	-0.151058666	0.002723235	-0.336878587	-0.070402338	0.038446789	0.049294133	0.255451768	-0.153866928	0.316409496	0.601549107	0.259666078	0.126717557	0.515145341	0.188615058	0.25587172	0.214597307	0.335636318	0.404091138	0.297403866	0.141635452	0.373334928	0.266414187	0.386672097	0.362207057	0.340863551	0.182113879	0.406289324	0.473358977	0.447947712	0.378695193	0.151590359	0.579184461	0.260336397	0.294967468	0.30862101	0.340072832	0.355725191	0.625933512	0.5906126	0.499604522	0.549365152	0.497838908	0.011111794	0.34431588	0.273847975	0.342409722	0.399312388	0.208224597	0.302207038	0.343709449	0.295561135	0.042335006	0.274367616	0.260910664	0.406724081	0.757677003	0.51259542	0.620866943	0.20386912	0.137429089	0.387499251	0.161678605	0.208445179	0.070805765	0.182925836	-0.109174451	0.265564155	0.148864014	0.185040792	0.626184629	0.087688701	0.204088204	0.257091031	0.019719552	0.288751834	0.128738063	0.033601429	-0.0052554	0.104410044	-0.071018266	0.076744549	0.416724074	0.383146307	0.361269903	0.451887684	0.307611842	0.422451028	0.46841344	0.413943519	0.141317408	0.129345621	0.567333254	0.296113704	0.505305136	0.239124138	0.170438876	0.32519084	0.384247295	0.365291198	0.570009354	0.688474993	0.595906881	0.377903586	0.45382247	-0.04434311	0.237790657	0.34080361	0.267077915	0.222211164	0.626802892	0.373266988	0.266021692	0.079765286	0.273277654	0.777787916	0.373266988	0.177249665	0.434586751	0.14140637	0.088060411	0.632877897	0.365903308	0.314871491	0.209923664	0.363911386	-0.026822423	0.126283347	0.117733903	0.655015328	0.07011912	0.273957901	0.270623197	-0.136493359	0.174615436	0.074471786	0.480889873	0.348542038	0.482177029	0.294033879	0.717129609	0.247996461	0.102290076	0.389105821	0.377175854	0.390591377	0.224264393	0.294509478	0.061100729	0.348807898	0.613973858	-0.048046592	0.294509478	0.334346509	0.174016277	0.501146957	-0.145232607	-0.1598933	-0.120155525	-0.010374179
D13925	0.169618674	0.201183136	0.331578222	0.495555497	0.675291353	0.396186995	0.457873178	-0.077048895	0.584931221	0.296338752	0.188550785	0.104650714	0.343774057	0.111009189	0.406497241	0.459265174	0.118604142	0.41725719	0.509986374	0.256408619	0.204390718	0.481698364	0.399780214	-0.326933677	-0.208524418	-0.080618023	-0.124193001	0.037966986	-0.294535319	-0.007712673	0.025159116	0.080806832	0.236503712	-0.1492206	0.340014047	0.597284237	0.330172294	0.274490844	0.572319313	0.12500927	0.111783581	0.390797259	0.340973204	0.622853596	0.349200003	0.103145602	0.385154927	0.170119319	0.426937635	0.426419322	0.49428864	0.202958954	0.547287859	0.578006687	0.352781559	0.336127216	0.291342426	0.624930643	0.329009442	0.336783029	0.407365336	0.390622888	0.397543049	0.562596272	0.649397072	0.53835072	0.475929664	0.537066318	0.009272539	0.356983721	0.245444916	0.515084572	0.596684955	0.1076793	0.356121993	0.340960472	0.311257494	0.123018645	0.243088687	0.310921273	0.384076692	0.635097145	0.521791871	0.646509724	0.267373754	0.166331108	0.36093035	0.200765157	0.24733602	0.186231511	0.241768719	-0.043373953	0.320244651	0.197990084	0.259552241	0.494366439	0.068921941	0.220990591	0.280473416	0.007150567	0.26764556	0.162659252	0.025473889	-0.020466788	0.158797542	-0.050105378	0.104026482	0.408551588	0.429099268	0.331889435	0.616968687	0.315315965	0.39813851	0.338599385	0.465930412	0.129347466	0.102046763	0.495006803	0.244780782	0.580415451	0.31697235	0.210773641	0.296761232	0.328991246	0.203653543	0.616661017	0.563680422	0.660229253	0.280563783	0.424255062	-0.009903435	0.195046007	0.366506242	0.205873601	0.176307093	0.540940151	0.457873178	0.461378788	0.196998051	0.550702936	0.756784047	0.457873178	0.17325736	0.628745747	0.062217436	0.101977354	0.599312213	0.394152631	0.348781062	0.139140067	0.440745586	-0.01137443	-0.07626589	0.198624427	0.453591774	0.067147207	0.304461897	0.451143529	-0.109235273	0.311176398	-0.031827539	0.317440498	0.177953744	0.4435334	0.242462344	0.772739273	0.118604142	0.056905828	0.548579765	0.430174789	0.365263083	0.320309093	0.345347355	0.214061272	0.186427732	0.433081012	-0.039819276	0.345347355	0.387893875	0.176020141	0.241223316	-0.136597315	-0.17158049	-0.019760156	-0.148799551
D14022	0.211294024	0.201440294	0.315134782	0.478605936	0.656943212	0.409286176	0.407029251	-0.087419583	0.567146033	0.288418786	0.179519244	0.118604142	0.288703858	0.130833641	0.371867533	0.466410181	0.097673999	0.418924552	0.495575456	0.267975925	0.192093928	0.436248863	0.414106479	-0.331048746	-0.218213258	-0.083036132	-0.140238832	0.026971436	-0.304307446	-0.01377882	0.006615112	0.071851861	0.211568512	-0.166029357	0.310644549	0.617260299	0.298353481	0.264784944	0.517191833	0.123705023	0.094282307	0.408918048	0.334195938	0.610867959	0.326509566	0.08264943	0.364148109	0.142170077	0.432001113	0.377400266	0.479146973	0.161283604	0.532838422	0.596901868	0.310235039	0.323651807	0.288110608	0.603864633	0.309861272	0.294175715	0.390622888	0.371518008	0.358586489	0.537893146	0.628828684	0.489056231	0.43877419	0.498418084	-0.007366036	0.342423134	0.241490577	0.529408743	0.617060538	0.08971339	0.348253068	0.33274332	0.281920903	0.107641314	0.218280077	0.30348707	0.38122589	0.608649985	0.520728211	0.641065909	0.288100401	0.148214539	0.335780638	0.1940787	0.249575525	0.177057123	0.242720224	0.00120007	0.317928066	0.191794827	0.25440028	0.451496397	0.08083755	0.210711959	0.246401654	0.015233816	0.25585101	0.147617241	0.000840285	-0.04998702	0.14984011	-0.062864192	0.087678433	0.374453405	0.411084149	0.301260885	0.629740992	0.299948529	0.406195744	0.318355477	0.440925202	0.097550701	0.071643299	0.433880055	0.201559727	0.561518688	0.324892316	0.214426564	0.261261569	0.280081979	0.177814826	0.586097643	0.508079029	0.600613555	0.231622432	0.415919992	0.002148859	0.196597069	0.331622671	0.198463633	0.17240502	0.514183681	0.407029251	0.481947175	0.207942387	0.543726221	0.731145522	0.407029251	0.162462076	0.594575684	0.048223082	0.09674535	0.568257607	0.401598254	0.319411563	0.13196036	0.428277864	-0.032640677	-0.07626589	0.196470752	0.411490899	0.044548433	0.270291834	0.44632705	-0.118497732	0.297396741	-0.000929271	0.288847407	0.152948534	0.423089434	0.260273375	0.798017499	0.097673999	0.034170088	0.532162641	0.426091927	0.358474777	0.310912881	0.290219875	0.222682169	0.160589015	0.391131283	-0.033749825	0.290219875	0.337913151	0.17310268	0.232859875	-0.136597315	-0.187276562	-0.006680147	-0.148799551
