	Methanobacterium sp000499765	Methanobrevibacter_A smithii	Methanosphaera sp900322125	Granulicella sp. WH15	Actinomyces howellii	Actinomyces pacaensis	Arcanobacterium sp. 2701	Mycobacterium sp. MS1601	Tsukamurella tyrosinosolvens	Humibacter sp. WJ7-1	Glutamicibacter arilaitensis	Serinicoccus profundi	Micromonospora echinospora	Nocardioides marinisabuli	Nocardioides sp. S5	Propionibacterium acidifaciens	Allokutzneria albata	Amycolatopsis orientalis	Amycolatopsis sp. AA4	Kitasatospora sp. NA04385	Streptomyces gardneri	Streptomyces olivoreticuli	Nocardiopsis dassonvillei	Bacteroides caccae	Bacteroides cellulosilyticus	Bacteroides sp. A1C1	Bacteroides sp. HF-162	Phocaeicola coprophilus	Phocaeicola vulgatus	Butyricimonas virosa	Porphyromonas asaccharolytica	Prevotella dentalis	Alistipes sp. dk3624	Parabacteroides merdae	Hymenobacter qilianensis	Hymenobacter sp. 5116S-3	Hymenobacter sp. 5317J-9	Larkinella sp. IE-0392	Aequorivita sp. H23M31	Amniculibacterium sp. G2-70	Flavobacterium inviolabile	Flavobacterium sp. KBS0721	Gramella sp. MAR_2010_147	Polaribacter sp. L3A8	Chryseobacterium carnipullorum	Chryseobacterium manosquense	Pedobacter sp. Q8-18	Pedobacter sp. SW-16	Halothece sp. PCC 7418	Tolypothrix tenuis	Leptolyngbya sp. 7M	Deferribacter desulfuricans	Denitrovibrio acetiphilus	Deinococcus irradiatisoli	Deinococcus puniceus	Alicyclobacillus acidocaldarius	Anoxybacillus caldiproteolyticus	Bacillus fonticola	Bacillus pumilus	Bacillus sp. N1-1	Bacillus velezensis	Virgibacillus sp. Bac332	Virgibacillus sp. SK37	Paenibacillus sp. B01	Paenibacillus sp. FSL R5-0912	Paenibacillus sp. N3/727	Staphylococcus muscae	Staphylococcus nepalensis	Gemella morbillorum	Gemella sp. oral taxon 928	Granulicatella elegans	Vagococcus lutrae	Lactobacillus taiwanensis	Limosilactobacillus pontis	Lactococcus cremoris	Lactococcus lactis	Streptococcus agalactiae	Streptococcus anginosus	Streptococcus equi	Streptococcus marmotae	Streptococcus pyogenes	Streptococcus uberis	Clostridium scatologenes	Desulfitobacterium metallireducens	Blautia sp. NBRC 113351	Butyrivibrio fibrisolvens	Cellulosilyticum sp. WCF-2	Coprococcus comes	Coprococcus eutactus	[Clostridium] scindens	Lachnoclostridium phocaeense	[Ruminococcus] gnavus	Caproicibacterium lactatifermentans	Oscillibacter sp. NSJ-62	Filifactor alocis	Caloranaerobacter azorensis	[Clostridium] innocuum	Turicibacter sanguinis	Selenomonas sputigena	Veillonella atypica	Finegoldia magna	Fusobacterium canifelinum	Fusobacterium hwasookii	Fusobacterium nucleatum	Fusobacterium periodonticum	Fusobacterium pseudoperiodonticum	Fusobacterium sp. oral taxon 203	Leptotrichia buccalis	Leptotrichia hofstadii	Leptotrichia sp. oral taxon 212	Aquisphaera giovannonii	Bremerella volcania	Caulobacter soli	Bradyrhizobium lablabi	Pseudochrobactrum algeriensis	Methylorubrum populi	Paracoccus kondratievae	Paracoccus sp. S8-55	Paracoccus zhejiangensis	Mameliella alba	Salipiger sp. CCB-MM3	Sulfitobacter sp. D7	Roseomonas sp. S08	Nitrospirillum amazonense	Sphingomonas profundi	Sphingomonas sp. PAMC26645	Casimicrobium huifangae	Caballeronia zhejiangensis	Cupriavidus campinensis	Pandoraea faecigallinarum	Ralstonia pickettii	Ralstonia sp. 56D2	Massilia lutea	Laribacter hongkongensis	Eikenella corrodens	Neisseria meningitidis	Gallionella capsiferriformans	Desulforapulum autotrophicum	Desulfosediminicola flagellatus	Myxococcus hansupus	Pyxidicoccus sp. SCPEA002	Aliarcobacter trophiarum	Campylobacter concisus	Campylobacter hyointestinalis	Campylobacter rectus	Campylobacter showae	Sulfurovum indicum	Ignatzschineria sp. HR5S32	Sedimenticola thiotaurini	Shewanella piezotolerans	Shewanella woodyi	Citrobacter freundii	Citrobacter pasteurii	Citrobacter sp. R56	Pantoea cypripedii	Providencia alcalifaciens	Providencia sp. R33	Legionella spiritensis	Acinetobacter towneri	Halomonas sp. THAF12	Pseudomonas alkylphenolica	Pseudomonas arsenicoxydans	Pseudomonas palleroniana	Beggiatoa leptomitoformis	Vibrio harveyi	Rhodanobacter glycinis	Lysobacter oculi	Hydrogenophilus thermoluteolus	Leptospira tipperaryensis	Sphaerochaeta globosa	Treponema medium	Treponema primitia	Spiroplasma diminutum	Mycoplasma nasistruthionis	Thermodesulfatator indicus	Thermodesulfobacterium geofontis	Candida albicans	Pichia kudriavzevii	Fusarium verticillioides	Pyricularia grisea	Sporisorium graminicola	Human gammaherpesvirus 4	Human betaherpesvirus 6B	Human betaherpesvirus 7	Human immunodeficiency virus 1
D12248	0.104564083	0.08283877	0.410323573	0.254451871	0.583504136	0.320560054	0.296412591	0.059686197	0.35402983	0.276642931	0.413634915	0.37016273	0.313325801	0.383694009	0.49748603	0.427735986	0.386851515	0.317801461	0.379555871	0.360661532	0.220195365	0.365701072	0.361465196	-0.397022439	-0.240241285	-0.136137267	-0.189568676	0.05322311	-0.351112531	-0.038833252	0.043234449	0.176854067	0.340578286	-0.180045773	0.187693207	0.401068108	0.129181281	0.227189201	0.370892294	0.360048801	0.316328357	0.486317029	0.212944133	0.422252404	0.384949905	0.123144876	0.3529414	0.182674375	0.598519485	0.318859972	0.407772344	0.111210105	0.438402229	0.667790588	0.404087474	0.264192534	0.260936124	0.536978789	0.199834778	0.290988003	0.556674297	0.417034797	0.626546047	0.450071715	0.557479211	0.3502821	0.428942182	0.467059136	0.146419327	0.401100923	0.379682037	0.323249171	0.446622309	0.221485422	0.373068741	0.322112698	0.475135031	0.113844349	0.338594779	0.354568291	0.51643503	0.568788477	0.582762034	0.444329972	0.227859493	0.229032293	0.597360307	0.163977491	0.280352276	0.215971035	0.271472551	0.043538198	0.399315538	0.112484007	0.304200747	0.534986489	0.018591862	0.262035833	0.300358479	0.01919404	0.376323131	0.212089908	0.073947542	0.059871744	0.087865571	-0.015380686	0.176512256	0.501465831	0.393753102	0.442737518	0.496506989	0.536071655	0.283342081	0.393144008	0.229509301	0.133568905	0.121457699	0.524828997	0.3605317	0.502543987	0.426985125	0.145983605	0.29482649	0.250662648	0.316350658	0.417314711	0.426299234	0.39216346	0.340860107	0.236155323	-0.051476686	0.193816254	0.311706384	0.166124115	0.300434366	0.501036216	0.296412591	0.375620631	0.268940132	0.379738262	0.564452345	0.296412591	0.192509323	0.561711556	0.08972591	0.08708574	0.461607038	0.299067073	0.277636817	0.317725635	0.340347824	-0.012449749	0.137794194	0.260356783	0.458671099	0.170032983	0.269018438	0.377250436	-0.145740184	0.242127506	0.10410494	0.411109531	0.37195571	0.49940733	0.444823245	0.650460071	0.386851515	0.194536717	0.33367918	0.400968576	0.428769107	0.445948807	0.233004625	0.145401069	0.371291108	0.401705229	-0.01209879	0.376637614	0.380103045	0.095066345	0.474708649	-0.19362979	-0.169064702	-0.059447751	-0.03426942
D12288	0.145640862	0.053573567	0.248376545	0.363082804	0.556594901	0.151751329	0.102558931	0.064942753	0.308937881	0.200881441	0.289786366	0.391448224	0.158897845	0.403866946	0.203160217	0.467448028	0.367407608	0.190767047	0.396867215	0.460727027	0.294993184	0.41903591	0.25740347	-0.298589348	-0.168592711	-0.170479571	-0.098753108	0.044147956	-0.246973347	-0.041246002	0.157156585	0.243570179	0.320242133	-0.223000263	0.346152786	0.462738174	0.10389697	0.39143185	0.379033807	0.543459014	0.061674098	0.581751189	0.111837209	0.316465416	0.326633429	0.242372819	0.259151371	0.246777686	0.320711852	0.265408762	0.333831718	0.088198287	0.650466832	0.433286391	0.190502175	0.253483939	0.282506702	0.46769123	0.351772255	0.148147704	0.613948037	0.303766464	0.476475931	0.529783506	0.559857696	0.202128374	0.285145837	0.228633451	-0.022396019	0.257997822	0.31522022	0.264333176	0.489755613	0.229451662	0.355014466	0.461887837	0.336185622	0.020591963	0.277946156	0.408099306	0.375903479	0.426460233	0.500185191	0.241711029	0.282260307	0.181625603	0.252417305	0.139239563	0.229765223	0.196328336	0.194041194	0.056305782	0.348818414	0.113558657	0.215673741	0.340901459	-0.022412733	0.22239037	0.263793923	-0.037916033	0.257647403	0.141653506	0.042308341	-0.064389363	-0.093657483	-0.137464475	0.035580729	0.347497121	0.272487225	0.335510946	0.599153476	0.361174312	0.327901365	0.373023653	0.123980224	0.232876424	0.26151523	0.263290966	0.424986903	0.458948109	0.458708715	0.105356321	0.216819456	0.268240911	0.081017965	0.305796109	0.243861186	0.206181187	0.263807223	0.314258754	0.054367581	0.311281334	0.384846907	0.277038866	-0.023284374	0.364796856	0.102558931	0.475478939	0.61646571	0.25484038	0.384779485	0.102558931	0.167274784	0.307721682	0.02402116	0.025835668	0.262555305	0.291841508	0.237460811	0.474185182	0.265408762	-0.004969151	0.336996439	0.341974245	0.392995078	0.181113779	0.351018487	0.347043311	0.023512131	0.254998297	0.273280631	0.355190246	0.284340746	0.554466488	0.449363684	0.682739168	0.367407608	0.14065203	0.377182641	0.281523982	0.258047539	0.379975253	0.195921166	0.227202102	0.285058778	0.137582436	-0.011566261	0.195921166	0.206759149	0.104803494	0.381652262	-0.169972111	-0.13363129	-0.036540166	-0.080586599
D12317	0.19008967	0.142722423	0.30959716	0.316409496	0.580279898	0.252287987	0.166162299	-0.00216285	0.391559959	0.139871334	0.251156796	0.261348433	0.250784173	0.078695559	0.636594094	0.220792483	0.274700405	0.277282953	0.488003628	0.349236641	0.259001291	0.410619402	0.20548285	-0.358575979	-0.22800605	-0.093546755	-0.055871013	0.049802197	-0.306447139	-0.084333542	-0.037149664	0.04433315	0.263557011	-0.175285205	0.286907771	0.399312388	0.161343976	0.23307888	0.487128089	0.202940252	0.095812955	0.375174781	0.463931863	0.41785394	0.203873635	0.039649445	0.358445055	0.226612411	0.407234733	0.213337585	0.341665313	0.134259137	0.487830812	0.396367747	0.274700405	0.365292454	0.1720353	0.575375081	0.338303712	0.146774677	0.304492958	0.312749061	0.215903308	0.486178498	0.708385927	0.287614607	0.383064636	0.321720313	0.061114868	0.299940358	0.153379505	0.331202958	0.594667706	0.201259077	0.288368602	0.349704953	0.306646913	-0.036251918	0.198367871	0.294071709	0.234601125	0.450355716	0.50610687	0.506536699	0.185771294	0.098402912	0.414720273	0.139448823	0.167646301	0.042089638	0.162853657	-0.04773819	0.312204137	0.067680431	0.138461851	0.481793182	-0.13001552	0.287690601	0.23851272	-0.029579327	0.192732733	0.095033723	-0.02945415	-0.035063371	0.090375676	-0.068369566	0.059628858	0.364258813	0.483579807	0.283743185	0.597279015	0.287697652	0.380976919	0.480452103	0.166162299	0.037847198	0.153622496	0.566186354	0.167573437	0.275554505	0.398739667	-0.053550524	0.207633588	0.238060478	0.126283347	0.388225687	0.502628982	0.451893721	0.365287685	0.389484428	-0.077332239	0.059474168	0.286957953	0.148310966	0.153271061	0.463701383	0.166162299	0.44601489	0.177274279	0.340584725	0.540285148	0.166162299	0.285603387	0.41776199	0.124667454	0.089401432	0.502180634	0.492111959	0.178128899	0.205089059	0.359539411	0.010285623	0.126283347	0.160346795	0.497660077	-0.01775983	0.121423983	0.296858285	-0.124675752	0.177762638	-0.052241402	0.46841344	0.380445199	0.350276751	0.389550429	0.703427386	0.274700405	0.001145038	0.498182906	0.389276302	0.375051667	0.257766607	0.280281967	0.201198968	0.381774498	0.411545989	-0.130764168	0.280281967	0.306329257	0.183321961	0.480695004	-0.145232607	-0.228639695	-0.170309729	-0.023045498
D12350	0.11749075	-0.003352722	0.330817741	0.380890867	0.662585002	0.388512455	0.389675524	0.008932356	0.451871014	0.215625751	0.243502053	0.304140296	0.427202746	0.237106903	0.577757321	0.362073363	0.310560977	0.329912194	0.457131443	0.31813869	0.224640793	0.396290273	0.497803341	-0.376461875	-0.32601026	-0.157207866	-0.118832584	-0.104366873	-0.36336101	-0.115880588	0.036252935	-0.031208404	0.172240661	-0.249518576	0.284004064	0.538099703	0.226303142	0.19755189	0.493760902	0.136990859	0.052417231	0.315465496	0.377022654	0.510891382	0.238483658	0.117560252	0.280708366	0.101207029	0.323012477	0.340266579	0.384669328	0.171186196	0.424223811	0.60709202	0.506181236	0.328464939	0.192720214	0.503071878	0.365383043	0.244816635	0.344886247	0.259858104	0.319729383	0.600535412	0.683585455	0.450289733	0.570271704	0.434236744	-0.067709992	0.312333206	0.177050563	0.41773782	0.515671222	0.205179072	0.232715689	0.30494807	0.291781677	0.001818385	0.198173296	0.285720309	0.308103525	0.544004944	0.413763838	0.51263284	0.201079829	0.045668719	0.362104213	0.025482037	0.137691944	0.037244788	0.093796344	-0.090168507	0.333352706	0.072456622	0.118533945	0.460785062	-0.071791497	0.250894164	0.294775462	-0.064498815	0.178223247	0.039981871	-0.103135825	-0.110881371	0.04169328	-0.127191265	-0.005420674	0.341174049	0.396606723	0.258909076	0.515284213	0.226413273	0.350298863	0.500181583	0.366407497	0.135505268	0.211648707	0.587552665	0.28449544	0.4923428	0.354016244	0.175283758	0.348790129	0.36948887	0.412687858	0.533687543	0.458891297	0.518186393	0.425221938	0.335724385	-0.006319715	0.216053923	0.298140643	0.233394132	0.118286811	0.625466729	0.389675524	0.380795873	0.119299468	0.456289386	0.734274787	0.389675524	0.205883032	0.51772668	-0.026743201	-0.016121722	0.59345833	0.2885885	0.260874945	0.203547581	0.471719444	0.055494826	0.178856974	0.245484083	0.490552579	0.039958109	0.233484581	0.328581658	-0.139286344	0.22333424	0.099881372	0.48091954	0.429307877	0.497090666	0.160066758	0.815032497	0.310560977	0.125052977	0.443711324	0.302893312	0.307967307	0.296020232	0.304771838	0.144825936	0.428540799	0.353340495	-0.123563012	0.304771838	0.292772532	0.121404211	0.335349122	-0.153646441	-0.260424874	-0.094623762	-0.167371674
D12488	0.174138089	0.085387381	0.266684473	0.468252497	0.593638677	0.400427931	0.389750288	0.042366412	0.417021329	0.249893699	0.26172692	0.266492226	0.126026983	0.227416828	0.30802038	0.408430823	0.273168212	0.36829239	0.446853289	0.344783715	0.147051041	0.389350365	0.363392677	-0.20730302	-0.189690532	-0.015453395	-0.077101998	0.017948596	-0.291846607	-0.135000006	0.04664462	0.092635086	0.109648459	-0.242822528	0.311935301	0.578419955	0.289515046	0.249745547	0.281048064	0.294805987	0.254686099	0.337309027	0.29684787	0.578228805	0.27123767	0.153827126	0.37092964	0.138647624	0.373436377	0.223118954	0.323797466	-0.081087202	0.384072223	0.38962453	0.293852824	0.300123673	0.32906619	0.37998564	0.32570679	0.275232064	0.474922522	0.224389097	0.324300254	0.657130151	0.431412267	0.481108757	0.405620339	0.473959882	-0.039471746	0.318835741	0.264080261	0.479908087	0.548027102	0.378361136	0.211341421	0.347935788	0.179607478	-0.014961109	0.209725137	0.441052842	0.300071206	0.583183388	0.555725191	0.378044048	0.272954886	0.131399293	0.16323194	0.100813296	0.218747927	0.056857932	0.216613988	0.086453698	0.189796352	0.136184225	0.227794819	0.40213642	0.155280365	0.107189565	0.087518413	0.094687847	0.097321349	0.013052609	0.009775731	-0.178273018	0.206700804	-0.087034623	0.078032827	0.288259135	0.257929217	0.306196027	0.688227959	0.248845989	0.365291198	0.281048064	0.413411799	0.201321649	0.086295938	0.033068953	0.185376967	0.261660441	0.133356414	0.304105459	0.209541985	0.290113355	0.174403949	0.542674902	0.345163762	0.307740743	0.038230004	0.397460219	0.196951355	0.366068274	0.287505165	0.531437781	0.084148818	0.472408176	0.389750288	0.537757455	0.37294341	0.499823406	0.563472564	0.389750288	0.122718127	0.422841163	-0.059910332	-0.045505329	0.380391526	0.209287532	0.452872451	0.339312977	0.257427847	-0.032541584	0.199128899	0.319430493	0.40937627	0.088339049	0.422682439	0.188727182	0.069487528	0.245156166	0.420672967	0.279625313	0.134259137	0.521747113	0.379991364	0.587238128	0.273168212	0.113740458	0.359020702	0.364532785	0.295204536	0.382154314	0.074201942	0.295716343	0.141437349	0.383064636	0.030887095	0.074201942	0.080659043	0.050157633	0.196590696	-0.145232607	-0.149422564	-0.056948712	0.108928882
D12497	-0.041851564	-0.148102887	0.197491142	0.330995058	0.281157506	0.145916698	-0.041851564	-0.100139789	0.290219875	0.08463555	0.091383519	-0.051685182	0.183232994	0.163310068	-0.088040837	0.348305204	-0.051685182	0.08463555	0.276030879	0.293086727	0.091383519	0.433232705	0.163310068	-0.231181141	-0.137484868	-0.051751364	-0.090960284	-0.06640842	-0.171107313	-0.14373501	-0.138851317	-0.102420554	0.049745969	-0.111675682	0.330754509	0.551993304	-0.094185642	0.080111831	0.298625494	-0.128128891	0.125191637	-0.081655034	0.052418019	0.221159069	0.024232676	-0.009757924	0.190502175	0.184492021	0.04432249	0.139980058	0.214148682	0.376664073	0.21815611	0.155278425	-0.051685182	0.011389235	0.04847534	0.158656288	0.056479011	0.211955027	0.088944624	0.083956285	0.273824866	0.147756728	0.425177007	0.276030879	-0.060181576	0.181533334	-0.141095707	0.225669771	0.134967565	0.199034097	0.23086047	0.125191637	-0.02538366	0.119889237	0.048680644	-0.006788468	0.124876055	-0.051685182	0.276217972	0.55662977	0.067744841	0.313017247	0.056727457	-0.108205203	0.058296906	-0.129905591	-0.05565713	0.001976169	-0.063511995	-0.063079553	0.055680562	-0.053261975	0.0365584	0.209160496	-0.007691314	-0.080063591	0.010889275	-0.079112377	0.100371381	-0.107897224	-0.070659557	-0.069507076	-0.077297078	-0.134108568	-0.086914443	0.156069095	0.077583232	0.110384509	0.19087908	0.168924756	0.376435376	-0.051685182	-0.041851564	0.005562928	-0.030944613	0.250756565	0.241828112	0.316754264	-0.094185642	0.124123147	0.106815775	0.310921273	-0.041851564	0.221159069	0.370156739	0.316321585	0.250756565	0.362942249	-0.004844993	0.151111023	0.298625494	0.04432249	0.017783205	0.199034097	-0.041851564	-0.074958952	0.001306961	-0.051685182	0.474919887	-0.041851564	-0.028259792	0.400463764	-0.035331533	-0.110819601	0.08463555	-0.100139789	0.10355623	0.087116144	0.147756728	-0.102360705	-0.041851564	-0.094185642	0.331165182	0.032968912	0.158656288	0.043407576	-0.111619482	0.174619374	0.147246783	0.287139898	-0.041851564	-0.081655034	0.125191637	0.58032382	-0.051685182	-0.100139789	0.362125096	0.00681487	0.025531546	-0.117198002	0.298625494	-0.088040837	-0.041851564	0.23086047	-0.036788691	0.298625494	0.31011109	-0.081329874	0.147756728	-0.074958952	-0.087782388	-0.104974848	-0.081655034
D12659	0.207958532	0.118001675	0.133404924	0.139173091	0.481732421	0.250559001	0.226540084	0.097220879	0.38227894	0.093507915	0.239984287	0.384180242	0.229729987	0.335088476	0.326555937	0.224547866	0.415286922	0.371282564	0.614611896	0.355612043	0.272121583	0.213829158	0.475140268	-0.406849039	-0.300434319	-0.139148538	-0.203419238	-0.073081241	-0.379855758	-0.05438336	-0.015925781	-0.029236036	0.147352173	-0.24548066	0.268411064	0.508790273	0.128665342	0.085586978	0.155278425	0.097973031	0.015796288	0.306776003	0.17809743	0.515915563	0.219003996	0.076627658	0.138091275	0.021714353	0.285575686	0.020543807	0.243727764	-0.066119355	0.390128463	0.672939145	0.415286922	0.19382858	0.161973727	0.554495155	0.211714085	0.041366832	0.290007534	0.183244003	0.218746979	0.502675874	0.562353122	0.39272183	0.331660005	0.260335782	-0.143637755	0.11866883	0.102710754	0.411817566	0.711638386	0.341044454	0.232851163	0.223716827	0.139236833	-0.121132638	0.011389532	0.370156739	0.189225601	0.289014219	0.344941459	0.407093746	0.144731807	0.031802842	0.227421624	0.146387147	0.131775184	-0.119418699	0.10538558	-0.067456828	0.218661206	0.057354928	0.038119573	0.308393818	-0.092829709	0.178806399	0.133030687	0.015792395	0.070336037	-0.044572449	-0.170886088	-0.256353257	0.039526542	-0.203804912	-0.077231367	0.224671558	0.233926163	0.130049905	0.560041955	0.181439732	0.482191265	0.415796867	-0.066119355	-0.022414053	0.039728628	0.563677276	0.193776275	0.3717472	0.534408379	0.129400844	0.211336851	0.257485562	0.245121635	0.502110313	0.170781183	0.313037661	0.331660005	0.217249308	0.115857125	0.182708493	-0.081655034	0.151976649	0.092824443	0.637508857	0.226540084	0.361928731	0.180681232	0.400753473	0.576874609	0.226540084	0.070520046	0.377459773	0.011524603	0.026243592	0.54385597	0.340124875	0.138684479	0.34212561	0.185369012	-0.087924115	0.245121635	0.262209357	0.393662512	-0.023394512	0.208189911	0.192724011	-0.067935214	0.184663361	0.170263271	0.660506997	0.548155773	0.325766077	0.160940872	0.733570044	0.415286922	0.102185665	0.325938714	0.305359814	0.31212467	0.284087775	0.155278425	0.133961226	0.547536388	0.312065456	-0.113217593	0.155278425	0.171086738	0.162490566	0.486016401	-0.11842419	-0.213648666	-0.082636071	-0.129003021
D12938	0.207958532	0.018058556	0.201825716	0.294470391	0.618893891	0.163713205	0.217249308	0.093367613	0.363693516	0.085299352	0.231465968	0.384180242	0.410463235	0.345964609	0.147316631	0.331464887	0.407510252	0.358814842	0.591536859	0.355019233	0.110079918	0.389847627	0.486016401	-0.40173655	-0.230235812	-0.11705612	-0.157282916	-0.101535101	-0.332128943	-0.131176914	-0.019491705	-0.099187127	0.177002952	-0.273632551	0.41369181	0.509680934	-0.014171386	0.211781458	0.4004985	0.095002236	0.006301252	0.301855848	0.167050971	0.496321015	0.086771497	0.067983119	0.247263435	0.126683735	0.274975866	0.175701338	0.361172059	0.23583086	0.384002592	0.500949504	0.407510252	0.291011506	0.150966452	0.345935457	0.193205083	0.156175279	0.274551152	0.168131095	0.335604697	0.486534312	0.738371591	0.369901766	0.324980045	0.242762489	-0.198117711	0.162579076	0.151400982	0.399566471	0.691821172	0.326456625	0.127774779	0.331281801	0.168552591	-0.111939964	0.068585869	0.362380069	0.269282586	0.446184533	0.332640646	0.390153893	0.167401804	-0.02277903	0.173768663	-0.016387334	0.058950793	-0.021121675	0.043581228	-0.132954924	0.209881705	0.000719334	0.063664638	0.340314064	-0.137930709	0.034000267	0.076593426	-0.066387465	0.113164666	-0.073523713	-0.162456397	-0.242148608	-0.050800247	-0.175698877	-0.089665564	0.228047451	0.173218279	0.189541104	0.541922407	0.284880291	0.462990328	0.40827517	-0.066119355	0.074960497	0.044766264	0.549983358	0.319385207	0.38545395	0.376625874	0.138684479	0.356797663	0.397921672	0.245121635	0.482515764	0.333103151	0.288769913	0.549315362	0.198667756	0.114815713	0.18406692	0.171086738	0.144818328	0.039198436	0.619333051	0.217249308	0.356566824	0.171642429	0.39272183	0.585569241	0.217249308	0.061533969	0.542014854	-0.08512491	-0.084510613	0.372521592	0.191774113	0.125329074	0.329528392	0.350884765	-0.0762009	0.245121635	0.257950197	0.533014473	0.055471523	0.192289083	0.17930216	-0.071376714	0.292338883	0.185023738	0.636922014	0.538864998	0.320673284	0.151445835	0.904584375	0.407510252	0.098332399	0.476866638	0.187065281	0.208665164	0.148298021	0.4004985	0.129563715	0.53793592	0.292248242	-0.11280757	0.4004985	0.179373354	0.074741324	0.470738023	-0.11842419	-0.226395604	-0.078574563	-0.129003021
D12951	0.1589163	0.070350033	0.512015414	0.394385127	0.734546351	0.308259284	0.3124811	0.008128222	0.425474779	0.311964415	0.51379294	0.41090189	0.29074184	0.240080779	0.556152777	0.472656751	0.381688585	0.317666114	0.436858629	0.466983083	0.287237657	0.511055532	0.358824136	-0.429694514	-0.339995427	-0.174660501	-0.23966752	-0.036002417	-0.390232486	-0.126712336	0.022023122	0.177300551	0.226753284	-0.302357938	0.238001574	0.511739674	0.163254783	0.171138054	0.439732069	0.352177481	0.273479375	0.421665378	0.339038735	0.519936877	0.462190606	0.213582714	0.357056398	0.1552223	0.509470702	0.391055402	0.446921941	0.12401521	0.39311777	0.481458592	0.357551691	0.344484284	0.272603839	0.598014152	0.271437066	0.397254763	0.513959641	0.516454173	0.568418846	0.532107724	0.639687612	0.419713772	0.461385427	0.548638127	0.178021397	0.502200332	0.407322856	0.449201238	0.537167733	0.261352118	0.352912845	0.457445585	0.479701483	0.152231081	0.37695757	0.432548469	0.52315072	0.743250158	0.627209277	0.551963169	0.228468954	0.17451178	0.525470057	0.141999719	0.240205268	0.182743054	0.236516383	0.097772189	0.377218964	0.096774866	0.357137968	0.630842187	0.072866388	0.243889297	0.264532214	0.055865573	0.385825094	0.208984286	0.10399911	0.030614746	0.183784688	0.022492599	0.166019879	0.573298096	0.499831978	0.478328922	0.681499983	0.53254022	0.383446652	0.392990782	0.369718889	0.204026233	0.171262535	0.413205948	0.29791717	0.374334025	0.263092705	0.21365077	0.338824397	0.272634324	0.284560227	0.499192935	0.553119656	0.461563977	0.280043222	0.40461998	-0.001408355	0.27899358	0.473638658	0.285762799	0.269234655	0.532266499	0.3124811	0.524252128	0.27681264	0.431973781	0.613021869	0.3124811	0.287938894	0.616211563	0.145051852	0.157109864	0.501982277	0.364656556	0.24044889	0.245405511	0.418552499	-0.096884978	0.068173464	0.269783475	0.510942091	0.164046808	0.324914077	0.379775968	-0.101149482	0.352699859	0.129054768	0.38638187	0.269203747	0.402988105	0.340211715	0.744229085	0.381688585	0.22013008	0.451302578	0.53676673	0.485882162	0.312399289	0.222500021	0.262841841	0.270134443	0.490159283	-0.04297337	0.222500021	0.408603138	0.172573653	0.49994131	-0.177945674	-0.246669713	-0.038103837	0.042023864
D12985	-0.060697269	-0.063240751	0.227753887	0.33369178	0.563470769	0.187713347	-0.060697269	-0.00380938	0.270043022	0.265398548	0.273111693	0.424084709	0.270693069	0.224183186	0.18472535	0.309167041	0.19087908	0.123244451	0.391861917	0.414746231	0.282566516	0.45049505	0.376905093	-0.334565296	-0.2314323	-0.097220886	-0.133675068	-0.081795746	-0.245598398	-0.15507672	-0.010097923	-0.074270199	0.044764924	-0.213766718	0.323051321	0.578297974	-0.004727412	0.129995087	0.449617176	0.039805172	0.029028256	0.193121103	0.094340288	0.113274861	0.132660515	0.107263497	0.183761357	0.170615133	0.184586294	0.213829158	0.294932691	0.257714632	0.347205051	0.218451492	0.19087908	0.245600619	0.066016911	0.397227723	0.207516911	0.196528379	0.23273282	0.119677151	0.245546276	0.5351738	0.63960396	0.158656288	0.362718028	0.269730441	-0.170180923	0.140606697	0.171261651	0.263492656	0.333862748	0.202920451	0.045192223	0.294042836	0.116219173	-0.083582545	0.132954271	0.150600591	0.285436086	0.489112259	0.251260346	0.349242996	0.115056744	-0.022776771	0.161869033	-0.030905691	0.043084656	-0.044116462	0.019723397	-0.14889206	0.125555018	-0.009039399	0.049203117	0.401368817	-0.033259436	0.028631373	0.149292158	-0.045279592	0.162898065	-0.034352692	-0.110660878	-0.121704831	-0.080376347	-0.155567007	-0.079040743	0.209017032	0.165318571	0.195564134	0.42019802	0.122529526	0.516092623	0.457945948	0.24776426	0.115728187	0.095275764	0.385373	0.241880561	0.299070989	0.142485845	0.023722991	0.278084729	0.30744763	0.267665004	0.320269764	0.384578167	0.338227058	0.377503378	0.536325046	0.002676833	0.233572547	0.449617176	0.320961951	0.049650436	0.489881244	-0.060697269	0.236633663	0.110750444	-0.074958952	0.657176281	-0.060697269	0.067202355	0.242178218	-0.002618167	-0.06078642	0.426379355	0.112852878	0.160653492	0.248879483	0.398630061	-0.021460505	0.267665004	0.008459579	0.449601727	0.11233314	0.057821782	0.190778486	-0.16188159	0.13065303	0.212719798	0.432413482	0.278610413	0.377182433	0.19265887	0.851585609	0.19087908	0.001428517	0.3836537	0.11115662	0.218991003	0.054871198	0.191561767	0.024071859	0.267665004	0.120190589	-0.090461283	0.191561767	0.200300151	0.050965744	0.371728079	-0.108712871	-0.186308318	-0.100046639	-0.11842419
