node1	node2	cor_value
Bacillus	Sellimonas	0.376425755
Bacillus	Acetivibrio	0.364804393
Bacillus	Acutalibacter	0.574256533
Bacillus	Anaerotruncus	0.351242583
Bacillus	Caproicibacter	0.344485927
Bacillus	Caproicibacterium	0.407388572
Bacillus	Dysosmobacter	0.550339549
Bacillus	Faecalibacterium	0.537769524
Bacillus	Flavonifractor	0.578781794
Bacillus	Monoglobus	0.43946731
Bacillus	Oscillibacter	0.560154185
Bacillus	Pusillibacter	0.493081255
Bacillus	Ruminococcus	0.408954916
Bacillus	Ruthenibacterium	0.359791447
Bacillus	Solibaculum	0.306762375
Bacillus	Vescimonas	0.532999842
Bacillus	Filifactor	0.432534744
Bacillus	Paeniclostridium	0.388681462
Bacillus	Peptacetobacter	0.522750701
Bacillus	Romboutsia	0.581518654
Bacillus	Terrisporobacter	0.37095492
Bacillus	Vallitalea	0.448737255
Bacillus	Flintibacter	0.439667234
Bacillus	Intestinimonas	0.586668498
Bacillus	Massilistercora	0.448481593
Bacillus	Caldicellulosiruptor	0.42651278
Bacillus	Allobaculum	0.336097925
Bacillus	Bulleidia	0.422261931
Bacillus	Erysipelothrix	0.329365079
Bacillus	Faecalibacillus	0.444380508
Bacillus	Faecalitalea	0.414185489
Bacillus	Longicatena	0.360828585
Bacillus	Turicibacter	0.342589623
Bacillus	Phascolarctobacterium	0.36500593
Bacillus	Megamonas	0.355645037
Bacillus	Selenomonas	0.443456707
Bacillus	Dialister	0.497425001
Bacillus	Anaerococcus	0.426097377
Bacillus	Finegoldia	0.396272579
Bacillus	Murdochiella	0.433412613
Bacillus	Parvimonas	0.556737596
Bacillus	Peptoniphilus	0.398706825
Bacillus	Ndongobacter	0.358406541
Bacillus	Fusobacterium	0.406075174
Bacillus	Leptotrichia	0.371267882
Bacillus	Diaphorobacter	0.341765842
Bacillus	Desulfovibrio	0.323333331
Bacillus	Escherichia	0.32391617
Bacillus	Salmonella	0.392039748
Bacillus	Fretibacterium	0.310192291
Bacillus	Yarrowia	-0.301879866
Bacillus	Cytomegalovirus	-0.307722122
Bordetella	Massilia	0.330959376
Bordetella	Paracoccus	0.428765175
Bordetella	Pseudomonas	0.329812518
Bordetella	Sphingomonas	0.332270619
Bordetella	Staphylococcus	0.303496541
Bordetella	Diaphorobacter	0.428540588
Bradyrhizobium	Chryseobacterium	0.317510449
Bradyrhizobium	Corynebacterium	0.336885191
Bradyrhizobium	Cupriavidus	0.343809158
Bradyrhizobium	Massilia	0.31378637
Bradyrhizobium	Paenibacillus	0.345557656
Bradyrhizobium	Paracoccus	0.308818867
Bradyrhizobium	Pseudomonas	0.406456897
Bradyrhizobium	Sphingomonas	0.428959272
Bradyrhizobium	Streptomyces	0.397651207
Bradyrhizobium	Candidatus Methanomethylophilus	0.331062074
Bradyrhizobium	Methanomassiliicoccus_A	0.388209877
Bradyrhizobium	Methanobrevibacter_A	0.339663936
Bradyrhizobium	Bifidobacterium	0.31507006
Bradyrhizobium	Cutibacterium	0.338068449
Bradyrhizobium	Olsenella	0.306235382
Bradyrhizobium	Collinsella	0.310231342
Bradyrhizobium	Adlercreutzia	0.389616237
Bradyrhizobium	Gordonibacter	0.341048126
Bradyrhizobium	Christensenella	0.420658588
Bradyrhizobium	Eubacterium	0.353085695
Bradyrhizobium	Butyrivibrio	0.398840402
Bradyrhizobium	Coprococcus	0.370584701
Bradyrhizobium	Lachnospira	0.347737101
Bradyrhizobium	Roseburia	0.331199804
Bradyrhizobium	Dysosmobacter	0.3885711
Bradyrhizobium	Faecalibacterium	0.34932109
Bradyrhizobium	Pusillibacter	0.386799836
Bradyrhizobium	Ruminococcus	0.333996683
Bradyrhizobium	Solibaculum	0.347273085
Bradyrhizobium	Vescimonas	0.385049377
Bradyrhizobium	Intestinimonas	0.327735131
Bradyrhizobium	Longicatena	0.300472443
Bradyrhizobium	Acidaminococcus	0.345253251
Bradyrhizobium	Megasphaera	0.330550717
Bradyrhizobium	Comamonas	0.325080896
Brevibacillus	Burkholderia	0.327371226
Brevibacillus	Campylobacter	0.384749466
Brevibacillus	Caulobacter	0.324477033
Brevibacillus	Chryseobacterium	0.461588413
Brevibacillus	Clostridioides	0.336640275
Brevibacillus	Clostridium	0.432372174
Brevibacillus	Corynebacterium	0.362184856
Brevibacillus	Enterococcus	0.304531313
Brevibacillus	Flavobacterium	0.305475067
Brevibacillus	Hymenobacter	0.311442929
Brevibacillus	Lactobacillus	0.432405452
Brevibacillus	Limosilactobacillus	0.313186457
Brevibacillus	Nocardia	0.337391638
Brevibacillus	Paenibacillus	0.465353141
Brevibacillus	Planococcus	0.309750163
Brevibacillus	Rothia	0.320610635
Brevibacillus	Sporosarcina	0.365794647
Brevibacillus	Staphylococcus	0.309814569
Brevibacillus	Streptomyces	0.36763243
Brevibacillus	Treponema	0.394398401
Brevibacillus	Vibrio	0.366793884
Brevibacillus	Virgibacillus	0.306671853
Brevibacillus	Candidatus Methanomethylophilus	0.31504068
Brevibacillus	Methanomassiliicoccus_A	0.420669303
Brevibacillus	Methanobrevibacter_A	0.419933938
Brevibacillus	Mobiluncus	0.344158925
Brevibacillus	Schaalia	0.37653227
Brevibacillus	Parafannyhessea	0.302026821
Brevibacillus	Parolsenella	0.365280134
Brevibacillus	Collinsella	0.306973911
Brevibacillus	Adlercreutzia	0.311897913
Brevibacillus	Porphyromonas	0.354193839
Brevibacillus	Paraprevotella	0.314889424
Brevibacillus	Listeria	0.318089811
Brevibacillus	Ligilactobacillus	0.325084933
Brevibacillus	Christensenella	0.350427754
Brevibacillus	Crassaminicella	0.314475996
Brevibacillus	Hungatella	0.453400191
Brevibacillus	Paraclostridium	0.301644093
Brevibacillus	Acetobacterium	0.304474483
Brevibacillus	Eubacterium	0.423669056
Brevibacillus	Mogibacterium	0.325976315
Brevibacillus	Anaerobutyricum	0.367515624
Brevibacillus	Anaerocolumna	0.331509192
Brevibacillus	Anaerotignum	0.34629488
Brevibacillus	Blautia	0.407532647
Brevibacillus	Butyrivibrio	0.394540055
Brevibacillus	Coprococcus	0.323197989
Brevibacillus	Dorea	0.40332752
Brevibacillus	Faecalicatena	0.36083827
Brevibacillus	Lachnoclostridium	0.378101434
Brevibacillus	Lachnospira	0.410200626
Brevibacillus	Lacrimispora	0.439705905
Brevibacillus	Novisyntrophococcus	0.388237826
Brevibacillus	Pseudobutyrivibrio	0.364054564
Brevibacillus	Roseburia	0.383577578
Brevibacillus	Acutalibacter	0.30048463
Brevibacillus	Caproicibacter	0.33090001
Brevibacillus	Caproicibacterium	0.33784351
Brevibacillus	Caproiciproducens	0.31362032
Brevibacillus	Dysosmobacter	0.385653203
Brevibacillus	Ethanoligenens	0.331832056
Brevibacillus	Oscillibacter	0.358542208
Brevibacillus	Pusillibacter	0.396569757
Brevibacillus	Ruminococcus	0.318610792
Brevibacillus	Vescimonas	0.301971973
Brevibacillus	Peptacetobacter	0.391794239
Brevibacillus	Romboutsia	0.388018766
Brevibacillus	Vallitalea	0.365741489
Brevibacillus	Massilistercora	0.394466787
