PG.ProteinGroups	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T21	T22	T23	T26	T27	T28	T29	T30	T32	T33	T34	T35	T36	T37	T38	T39	T42	T43	T44	T45	T46	T47	T48	T50	T51	T52	T53	T55	T57	T58	T59	T60	T62	T63	T64	T65	T66	T67	T68	T69	T70	T71	T72	T73	T74	T75	T76
A0A0J9YW31	18.46317722	17.34107913	18.02152579	18.01761297	17.5327748	16.59636517	17.17661785	16.46756289	19.13372594	19.39710285	18.64983922	19.59473657	18.72952325	17.81784439	0.582113682	18.6462559	17.96858638	19.50019442	18.39037878	19.43773938	18.72246819	17.90706991	17.85386577	21.35911333	17.99922897	17.63848939	18.34825485	18.09742055	17.50928718	18.81013129	17.06580495	16.03344535	18.15188444	19.91449736	18.42538265	18.79223783	0.592746854	20.36341801	19.17421787	19.55512622	18.44695871	0.586715419	17.71002234	18.08309118	0.587228834	19.04611051	18.98743213	17.74381006	18.20675386	18.36166647	17.21509169	16.70527147	16.99565503	0.582805726	0.577815137	19.56432919	18.07863132	18.48316075	18.03239706	0.584781424	15.47383318	17.28742846
A0A0J9YW69;A0A0J9YY34;A0A0J9YY72;A0A1W2PQQ1	18.59339842	0.576546213	19.81599633	15.36297317	19.79631445	18.16395918	21.91887988	19.72600991	0.585947832	0.58553746	19.22186218	17.35339145	17.11714813	20.33522091	18.25683926	0.578952123	19.40881147	17.88782042	17.41025672	0.582711575	0.59066183	20.08207821	0.59248978	21.93794766	17.39689975	18.06011835	0.57589011	18.57598522	16.66103183	18.30669922	0.576924167	17.74594303	0.593203781	19.08370866	20.01476338	19.49357318	18.68988475	19.16072654	18.89776894	19.39288233	0.586685103	0.579111541	16.56156415	0.587325292	19.48057821	18.0705781	18.2135445	21.82212733	19.36810103	0.576797306	18.85936037	12.75008367	17.2941459	16.77647841	0.580426941	17.52560384	17.69082189	0.590441839	16.82487544	0.575372137	0.588189525	0.578814076
A0A0J9YWD5;A0A0J9YYB5;B7ZM65;E9PJ24;F8WEF5;Q9P1Y6	0.58626767	16.65078192	18.52433642	22.72356273	19.0705049	24.54581143	16.79875715	22.82627993	20.13733375	21.44957966	18.33192765	18.61324473	18.73184768	17.28163747	17.8003459	18.02862241	16.79895526	19.33207262	20.54114437	18.37958818	19.58776012	22.50499194	21.3067953	20.11263644	17.20350947	18.47832971	23.02668502	17.20277669	21.35445548	15.55947675	17.72113164	17.28489158	19.02908195	21.47588158	18.75835763	18.27594246	21.39498295	19.99458141	23.99939484	24.95228788	18.38253036	18.59856268	17.85424568	22.63272302	17.13480873	18.71011727	20.41123813	22.76881138	19.7430657	17.6514861	22.48730645	16.32051852	19.08094696	22.89093933	20.83505212	20.63762164	20.54827913	19.49577856	16.16261721	0.587899429	21.49574855	16.5251352
A0A0J9YWG3;A0A0J9YYA0;B7Z1Y6;Q9UHC6	0.580584494	16.70381794	17.60872588	16.85026716	0.583742102	17.82393492	16.57092115	0.593579624	0.583939428	0.58131975	18.54360796	18.03567472	0.580245244	0.58003126	0.577425733	1.782272096	0.591553155	0.582604751	17.06976721	0.583074721	0.580279147	1.152145634	18.94707622	0.583618523	18.56077666	0.576092068	0.583306058	0.592858487	16.12818191	17.35894947	17.68908867	19.18648274	17.66193387	0.593408758	0.581489654	0.585297282	16.45889731	0.590703917	19.35303063	0.587438643	16.41800055	17.97795459	17.20411423	17.84400489	1.505782182	0.584103174	0.58268472	0.582892363	0.579328288	19.31167751	16.59724455	16.48411828	17.79335882	17.47267349	0.586661807	0.581612699	0.580221194	17.84438818	17.67605929	0.578148861	14.56904759	17.26645272
A0A0J9YWL0	19.47394958	19.81342775	19.25236977	18.46098513	19.20043753	20.29948208	19.94866755	19.0613201	22.84307925	18.55475582	19.59381965	20.13320071	19.59517893	19.77432801	19.03644195	19.14231432	18.72313252	18.78989517	18.78204548	20.15350518	19.03001508	19.15307836	19.22477453	22.53818384	19.14245004	19.55525216	20.52172335	18.55861538	19.80269621	18.89260627	19.94849842	19.58368399	18.72850225	19.43277419	19.92073619	18.50376958	19.84456661	20.20141816	18.74193229	18.13791876	19.26500332	19.79023573	18.13300107	19.29168306	19.56183296	20.16851467	20.52632789	19.28582098	20.47176624	19.67362179	19.68367465	20.31001361	19.10744969	18.64090134	23.6471222	19.04488484	20.94338719	19.13053726	18.82859877	19.75296603	20.05293996	18.22872036
A0A0J9YWV4;O75154;X6RFI8	21.1278618	17.81056761	19.58696471	0.576405375	20.20829688	18.85342883	0.594079441	18.9218866	0.592150328	19.53838504	19.22139463	22.31443624	0.583565679	18.55137982	0.592245181	19.51970883	18.56452051	21.51436179	19.24222701	20.13702396	20.41742634	16.79616708	18.31128905	0.589031476	0.576535763	20.31931986	18.97500888	0.579197049	0.584151976	19.06205454	17.55072389	19.29866952	19.89793628	20.25096078	0.593128787	19.90868965	18.51190125	20.80256389	19.77819747	18.59626746	21.33449399	17.17547463	18.10601334	0.586393858	17.42258979	20.94846134	16.10673018	0.588454057	22.59830642	18.51369483	18.32281745	17.87731934	18.30502691	17.54375414	22.95882535	0.58234572	22.04091174	21.13312998	17.70541239	0.578001206	0.577213565	20.71696867
A0A0J9YX05	0.58208318	0.593634416	0.58339296	0.578511622	0.593240551	0.584725204	0.575978256	0.579408709	0.581816424	0.583773722	0.585126072	0.577357639	18.46216824	0.593783416	0.588152131	0.576359749	0.577865596	0.591196883	19.00138088	0.585613091	0.576980876	0.588070966	17.16095638	0.590964946	0.583938458	0.586168726	0.592870195	0.576654979	0.582443396	0.585117888	0.576294322	0.580711302	0.593094501	0.592391818	0.588860942	0.592244063	17.41967117	0.593471172	19.28242517	0.582314004	16.73601745	17.90940165	0.57962565	18.05397376	0.586789963	0.585605569	0.58575816	0.591067289	0.577652283	0.583074809	18.11100223	0.58532887	0.57771897	0.588926738	0.586862977	0.592753381	0.593904715	0.585383031	0.576039465	0.58613467	0.592930077	0.586982124
A0A0J9YXC7	18.24826043	0.580338011	16.69276117	0.587744144	0.592940832	18.27168358	18.63743735	18.01819644	0.587083136	0.589103221	0.588741707	0.592320756	0.589047989	0.581365912	0.577635205	0.582380452	0.591340959	0.592204506	0.586334099	0.593666027	0.588344969	17.28472175	0.58626416	0.580698435	0.592540631	15.88330751	0.585538208	17.8048603	0.586858709	16.21419089	18.15878378	0.57742876	0.586462661	0.589718113	17.24000736	18.54808824	0.58106295	0.57795862	0.581872075	0.580300799	0.588132534	0.578892755	18.71775726	0.582109122	0.586820958	0.587571644	0.57977881	0.583854901	0.588581987	0.591618568	0.589002593	14.20398135	16.57502398	18.95538563	0.577355601	0.589593246	0.584912201	0.592816252	0.578495612	0.594113473	20.32554551	0.589633543
A0A0J9YXN7	24.12836672	18.69610666	22.15084987	17.81170296	0.590212533	0.582925091	19.44349159	17.63940188	0.590680108	0.58385506	18.85411258	20.91299602	20.95997895	24.5095807	20.79920532	21.41415487	25.91451427	17.83645917	22.93079039	17.26905247	20.6440762	18.46239793	18.19425067	0.590804007	20.5838202	18.14696543	1.052417305	21.50775061	15.65880421	16.99758257	21.43910166	18.98171159	16.94613668	22.97406986	19.58261406	23.46923924	16.95687028	19.68570867	16.12977038	0.594070301	23.43875823	18.40214083	17.56068746	18.07088612	18.07070699	0.594422013	0.586292558	19.43315994	22.74613478	20.41762296	17.90771074	16.17809021	19.15910034	19.92237344	0.592192404	17.76724278	21.77057639	19.09667093	21.55979601	25.68853358	25.29816275	17.15381409
A0A0J9YY99	0.584304561	19.76022208	18.2112902	18.74150937	19.52674159	18.42389031	18.33984334	18.44443106	23.89385781	19.7071355	0.588998	15.9367985	19.76607421	20.19138684	20.95485808	18.83312548	17.94114945	0.581926003	19.0875967	0.58673758	17.00489148	18.25752711	18.00286084	18.66903123	19.83136002	18.56963221	0.582271393	18.75289837	17.51575782	19.44430164	17.38760034	18.72184506	0.582438889	18.53824365	18.94152238	19.67586833	17.88467845	18.64864361	20.86394709	21.17716235	17.48069506	19.12413141	18.00717	18.76020777	21.32211272	19.41955147	20.09537771	17.50131422	22.13884596	19.59551906	20.21652356	19.50788185	19.66424501	19.37210504	23.71648447	19.75839952	22.4191492	19.50078281	21.91135459	22.96169759	21.53299815	18.75818498
A0A0J9YYC8;A6XMV8;A6XMV9;P07478	15.617796	20.6727759	18.73199275	20.40959604	15.5061601	16.77935817	20.75234583	20.45407936	3.261176858	19.41946518	17.40349137	22.79154209	20.48826479	19.97322264	19.2475922	21.01214676	19.39947756	16.54921534	21.61371248	13.71049264	18.87175017	19.60295706	17.98155831	16.38826329	20.61827952	19.94880691	18.53916792	19.60430459	22.18186183	21.48090247	17.03234594	22.75934858	18.03186977	18.0063718	16.48410525	18.3750633	19.80544406	20.01834673	18.13839884	19.66343215	15.25276821	19.55379204	19.21058812	20.09316736	19.91209096	17.66255147	16.69321894	21.76729987	18.17383113	19.30862761	22.08341424	19.61585815	21.29398614	21.48961464	18.11404619	17.73153491	20.87909971	19.07030835	19.85272399	19.93227703	23.63301006	19.07750992
A0A0J9YYF7;Q86T65	0.580227462	16.38988718	18.23151198	16.83205354	0.580298147	18.11114284	0.590078117	0.58035415	0.588046913	0.580718503	19.86142725	0.594130782	0.584140203	0.576459921	0.588536498	20.34428304	15.63602293	0.58298483	17.05370618	0.583537533	15.77888294	0.582648866	17.78259376	0.586502923	0.584149316	0.576842726	0.58038599	0.579222242	0.579955183	16.94479998	17.48725897	0.580925321	17.0861022	16.23671948	0.576124087	17.62389644	15.52610303	0.579991472	0.588065179	0.579506245	17.5247489	0.58864165	15.79423211	0.577213864	0.587345681	0.588827831	0.576505853	0.58142566	17.63747948	0.582166243	0.582918889	0.577904913	0.588633524	16.67420596	0.591508161	17.50132747	0.587643065	0.581014554	16.76387349	0.579535119	0.585261029	16.40167562
