PG.ProteinGroups	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T21	T22	T23	T26	T27	T28	T29	T30	T32	T33	T34	T35	T36	T37	T38	T39	T42	T43	T44	T45	T46	T47	T48	T50	T51	T52	T53	T55	T57	T58	T59	T60	T62	T63	T64	T65	T66	T67	T68	T69	T70	T71	T72	T73	T74	T75	T76
A0A140T8Z5;A0A140T9R6;P01920	0.578071573	0.592228541	0.585507214	0.584746465	0.590450744	0.581838508	0.579213797	0.580861396	0.580272008	0.588639731	0.5853668	0.584707793	18.73339067	17.33259005	18.86738338	0.5840708	0.576198646	0.592039552	19.1002244	0.593399173	19.85167509	19.10116027	18.87166671	0.576153177	0.578095723	0.591269129	0.586552527	0.592364119	18.93666103	18.6243651	16.86093768	0.581062632	0.581677465	0.576594809	19.09718647	0.586560249	0.587101342	0.580255775	0.578921859	20.30692015	18.73096376	0.592181061	19.41494054	0.577712652	0.580931133	0.576068954	21.52089247	0.590908852	0.580007996	0.585428307	21.01548754	0.591787459	0.575547826	20.0021475	0.586997926	0.582922228	0.581542593	0.588342287	0.593009331	0.577249828	0.590104146	0.57623651
A0A140T8Z9;A0A140T900;A0A140T909;A0A140T914;A0A140T980;A0A140T9D6;A0A140T9F8;A0A140T9H1;A0A140T9J4;A0A140T9R4;A0A140T9U1;A0A140T9U4;A0A140T9Y8;A0A140T9Y9;J3KQ99;P20036	18.29867847	18.97677972	18.91278136	19.6619867	19.7974481	19.58926356	18.93220853	20.37201919	0.579244604	20.68543867	19.11329817	18.9302757	22.6809208	21.16618531	21.62005624	19.86283464	19.18005544	18.6425298	19.13226359	18.83633588	18.99003496	21.26196003	19.16352546	20.09354104	18.72120164	19.25380421	19.3154343	20.95227086	18.647373	17.53562044	19.9164929	22.73084449	18.59718225	21.58966166	19.08192027	18.07125039	18.12909777	17.65607216	21.93072462	22.00063534	18.35231855	19.10920417	18.69097786	18.44004603	21.75129703	18.76876535	25.393154	16.14440137	0.584606526	21.09722779	19.23243893	20.71063693	18.85906771	19.56494816	0.578370689	20.59680988	17.61224669	18.11733555	19.95336576	20.72265205	19.91829377	18.75366012
A0A140T913;A0A140T9I0;A0A140T9X5;P01892	0.576154182	19.24441465	21.54919536	20.60091594	17.7107333	20.71958591	19.78430775	1	0.57721704	18.14794986	18.80566506	0.586547055	21.89358206	20.59294548	22.68128292	20.69400233	17.89415868	21.33841608	20.10387206	19.42246173	17.12162679	19.96566303	5.923751375	16.49768034	20.79040557	21.00415324	15.0427378	1	19.91493389	21.54823738	1	21.15346761	22.43428895	22.54232331	22.00499586	19.22180053	18.54842943	22.2499677	21.1143778	19.55247503	22.19247734	19.84658869	16.83778527	21.68870684	21.24886062	21.78854241	23.31908056	20.48886739	20.93614807	21.58134266	20.23513279	20.1455407	19.93043173	21.41415358	0.585219625	0.583368153	0.576323095	16.34644651	20.20428934	19.98827902	19.55242731	20.50731026
A0A140TA69	0.588293535	0.57559357	0.577949796	0.575850399	0.583432417	19.51759791	16.44950309	0.592981515	0.57705318	0.581512238	17.54807236	0.589282508	0.589880477	0.581644189	0.577613989	0.584832716	15.95926291	0.592929005	17.87051467	17.96670813	17.86222795	17.61647604	16.8208476	0.587145545	16.93734652	0.581599226	0.587994027	0.586047245	0.592467042	0.586166266	17.7001262	0.582313472	0.575911729	0.58711195	0.583783243	0.580261598	0.59261248	0.59431468	0.58017928	0.590530679	0.592689448	0.592537068	17.86178786	0.577741435	0.580525046	20.5836864	0.594054679	0.585722393	0.581703668	19.08357152	0.578518286	0.586989139	0.594137317	0.589876003	0.582399302	1.755342076	0.584681031	15.87306443	15.98231473	0.582917509	22.77747697	19.1445999
A0A1B0GTK8;Q5GJ75	22.56442084	13.40632829	17.66663707	17.24648648	0.582447743	18.36155216	0.592122025	16.5781225	0.586353513	0.586328381	22.61577802	0.591074559	0.58146027	0.588983405	0.584582947	18.71500888	17.50530663	18.61637822	18.40855223	0.594194514	18.20046103	16.55159081	0.587844623	0.583752011	0.591390136	18.75113355	14.21628597	16.27962602	0.591697903	15.38703454	18.21597417	18.22491669	20.18434903	0.58332096	0.586769143	20.40666318	16.27231241	22.73745676	0.587282579	0.581856725	20.78214819	0.580348496	19.71721798	0.591426542	0.581566925	0.590956657	0.575626843	0.579626143	0.591230876	0.590118605	15.75375967	16.55844687	0.579457168	0.576065572	0.577182229	0.583698107	18.85769213	0.59224527	0.592408388	0.589617861	0.590731137	17.9463185
A0A1B0GTW6	0.57912349	0.579101342	0.585138527	0.58520613	0.589229344	0.584128033	0.587870563	0.580225037	0.5829119	0.591671988	20.44523225	0.577549466	0.582744951	0.578450327	0.586008194	19.58621113	0.588953013	0.576622626	0.5847918	0.590547705	20.74212807	0.579501983	0.587153107	0.576847775	0.586212553	21.44952337	0.580538087	0.577653054	0.580087177	0.59420003	0.576981921	0.585243567	0.592286716	20.04112721	0.580292554	19.88475352	0.580524485	22.03233568	0.579679026	0.592964686	0.58463756	21.86429054	0.582229756	0.578466528	0.580772437	0.587870163	0.586350269	0.59228218	0.580360912	0.58618783	0.586765342	0.588427741	0.592580187	0.577087669	0.578181305	0.592839458	19.33742251	0.580105944	0.57865077	0.590681602	0.586970349	18.18209833
A0A1B0GU97;A0A1B0GW37	0.578715028	14.04535823	0.594343869	0.58986012	0.583381206	0.580622344	0.586174786	0.58814914	0.583091872	0.579739982	0.576150026	0.589806834	0.575543897	17.20725239	0.577242776	0.578254312	0.583579192	0.575485847	0.586161062	0.58452629	0.589740176	0.592922407	0.57809492	0.579442536	14.78165707	0.594441798	0.576018916	0.593698963	15.07084306	16.04746544	0.584858236	0.576488968	0.575441156	0.575359922	0.591340369	0.592709203	0.587052078	0.590359634	0.577729142	0.576004059	0.584659014	0.578290018	0.593581882	0.578004911	0.583658655	0.579946944	0.582254328	0.577966114	0.590886103	0.580831749	15.93656462	14.31713296	14.76182065	14.81388646	0.58585098	0.582185832	0.576949222	0.582024697	0.587127286	0.58151399	0.593370129	0.576596706
A0A1B0GUF6;B8ZZ29;B8ZZ31;E7ERP4;J3QTH6;Q9BRB3	0.585728705	0.589573049	0.580359124	0.575340022	0.58271024	0.582599713	0.578744193	15.06973329	0.583021881	0.592679595	0.59051574	0.593289745	0.580745307	0.578889382	0.587216086	0.576545207	0.582760214	0.587888162	0.576936397	0.58698602	0.590678481	15.85828498	0.57729695	0.584122127	16.83903901	0.588735805	0.589008094	0.585040185	17.83512837	15.52331225	0.577074759	0.578145194	0.586598626	0.576156864	0.593664951	0.584125054	0.579594271	0.593414192	0.584480101	0.578116594	0.580228846	0.579552891	0.579541688	0.583090431	0.580309216	0.585188523	0.590103189	0.580774476	0.588362149	0.590827325	16.75234583	16.60853357	15.58631239	17.20785261	0.584776876	0.575381401	0.590881817	0.588928339	0.582103464	0.578658538	0.584721293	0.589289342
A0A1B0GUS4	17.33374677	18.57441198	12.60638251	0.592470518	11.72901118	0.591572082	19.0449627	16.15903241	0.578720121	0.584106047	0.575509937	0.588156795	17.24388261	19.04830643	15.51933043	14.34400489	0.576600131	0.588947437	0.575351542	0.594457307	0.593140287	0.577771255	0.581406291	0.581450204	20.86335798	16.50705542	0.576564185	14.98884692	16.10951585	0.587000058	15.6255063	13.69923724	0.584121613	0.579241858	0.58301724	0.582726269	0.591899078	0.587246911	0.581426484	0.588422889	0.578077072	0.580946496	16.91061172	9.368796841	17.86877782	10.34074536	0.577675125	0.581504687	0.579648266	0.576734858	19.07469436	0.593467623	19.57999536	0.594033214	17.72446139	0.59404354	0.588253795	0.591933707	0.588469085	16.7311138	18.88143897	15.28075166
A0A1B0GV19;Q5VWK5	18.13186873	1.117790909	1.308634415	1.3428542	19.59894459	19.03794738	12.66918752	16.36377598	21.38492324	20.35622856	18.19454602	16.96980983	18.43823245	0.578620525	17.76563949	1.291729843	12.63503267	1.766070363	12.35643491	1.534529445	1.724784446	18.46101911	18.99372647	0.582403698	17.20158283	1	17.40292852	17.74488484	1	15.74215419	16.45303019	17.09442938	1.34290939	18.84361402	19.71644626	1.582609063	1.243692994	20.09469515	14.87127123	16.60340551	1.261008734	18.12621922	12.22015496	18.03638996	17.90582923	16.15410407	20.03325596	1.89461315	20.89527683	13.76089361	16.99080711	18.45939222	1	1.381935251	16.49288774	0.577050828	18.65189235	14.88480121	19.23532317	2.182000022	1.780847602	10.96642668
A0A1B0GVI3	0.592697126	0.584052319	0.59388752	0.581047841	0.585958351	0.578811238	0.578874525	0.594407419	0.594232572	0.57939895	0.583932374	0.592461715	0.581969272	0.576646436	0.590900999	0.589065343	0.594401967	0.590310199	0.585101168	0.577186287	0.590832942	20.11793918	0.579116972	0.593930506	0.581798654	19.32813362	0.590340147	0.587910337	0.585979622	0.575476289	0.588451379	0.582078876	0.594110868	0.593048065	0.591303862	0.580407688	0.585963512	0.589736763	0.582540946	0.585333788	0.580429474	0.586501205	0.57990806	0.586090228	0.592051962	0.576760068	0.58570877	0.587542745	0.592853963	0.588748706	0.575446154	0.591750762	0.581334058	0.583871398	0.578083254	0.587018973	0.589403479	0.594169682	0.587713979	0.579346108	0.586184064	0.586617263
A0A1B0GVV3;Q5EBL4	19.1468887	18.08791988	18.71515608	17.41513157	19.50269368	19.95968973	17.34116154	18.61685583	0.581874655	21.21513955	19.89046218	18.92555154	19.14950712	17.86203626	0.583691369	19.30930967	16.15959206	18.38397595	18.37190782	17.13157723	18.37525332	15.3256848	18.13253628	23.12784952	18.73789263	17.96209702	17.97991018	18.14281522	17.85248674	16.33037108	18.18451642	17.79018162	17.09110395	19.63552252	18.53783134	15.47613927	17.52381725	19.23382093	15.92463475	19.27320826	16.81315175	18.42086153	14.62963899	16.6469423	17.4962422	19.17654541	0.577334485	17.12699555	20.78701676	17.90077571	17.0077637	18.39414943	17.25673044	17.31161488	20.67115565	18.97399727	16.69066026	18.18669793	17.24795546	0.579564836	0.590633713	15.91598675
A0A1B0GX09;E9PLU5;E9PQM3;Q96BD5	0.587885046	0.581774924	19.59086398	0.577598748	0.592748027	19.78618805	0.578890416	19.9344689	0.588354357	0.57546279	0.576194153	0.583802645	0.593419747	0.580580449	0.593078328	0.583376208	0.586944438	0.59234586	0.593427701	0.582424377	20.69752185	21.63368328	21.40024494	20.81612224	0.577561814	0.592633118	0.584423103	0.591334062	19.5612623	0.58125384	0.594419878	0.577256649	0.588880306	20.23386481	0.584189327	0.593809687	0.58413177	0.593917273	0.580236702	0.575543381	0.584537378	0.580421603	0.580488503	0.592028295	0.587573296	0.585962229	0.578105988	0.58019158	0.589594701	0.593459072	0.579579598	0.577976495	0.577257906	0.579160805	0.589281312	0.584074503	0.580361072	0.59124447	0.583623345	0.577380304	0.582614128	17.9921732
A0A1D8H0A6;E2QRG7;Q96H96	0.576979505	18.51447015	17.82402119	17.67431815	0.589315173	18.32509488	17.74403712	0.578588264	0.586907464	20.82852585	20.25953295	17.62228166	19.77098241	0.577916735	0.57866186	17.99888065	16.79334443	20.58072632	19.47382278	0.590392352	0.578327026	17.4923048	17.02479203	20.29307461	17.94899525	17.36825373	19.88766714	17.49441469	18.18165744	17.5701889	19.05062804	20.38709793	17.78971183	19.06682466	19.51066277	17.50378207	17.81809784	22.06002266	19.83663907	22.44051222	17.57450703	17.88718993	17.23525947	17.23063281	18.18651448	17.92742633	17.95124202	18.42920789	20.47977965	17.38876293	16.78867622	17.41968866	17.76578566	17.05450131	19.65953824	0.577694688	0.589599201	18.5849101	17.74093177	0.584022202	18.43669807	17.25668078
A0A1W2PNQ3;A0A1W2PNW6;A0A1W2PPY5;A0A1W2PQ61;A0A1W2PQA0;A0A1W2PQK5;A0A1W2PQU4;A0A1W2PRB0;A0A1W2PSD3;D5MRH1;H0Y379;H0Y382;Q5SVJ7;S4R2X4	19.68131928	18.49819951	16.5250813	0.583982069	0.576266865	0.583245691	0.583669969	0.588386781	0.581020963	0.588387118	0.576227454	0.592797539	0.576687395	19.00535333	0.593428884	17.01485394	17.6909344	20.40910887	19.96127896	21.77155365	18.50118664	19.51774303	0.582699362	0.576981997	0.579895054	19.79720921	1.0522891	15.97308466	20.29020493	17.61752329	0.581643095	17.41223089	17.31687742	18.64889316	0.58622658	20.44320599	15.4588664	19.35728459	0.579526076	0.578455804	17.50473487	0.576006871	1	0.590055198	0.583678126	0.587369132	0.592776017	0.593569647	0.57770045	0.581010742	17.19925462	0.586282027	0.581429542	0.583205723	0.578098432	0.591406853	19.52404546	0.581402039	0.583392205	0.58683698	0.585796085	18.32714966
A0A1W2PNW4;P17948	19.0715748	0.580189043	17.85537067	0.593583555	0.578405559	18.27339709	16.9155893	17.35457869	0.580248739	18.69539759	0.58253461	16.99425303	19.11961954	16.92834605	18.46986622	0.582066799	0.593795908	18.63423985	15.1046984	0.579763028	0.577604944	15.52164045	0.582128775	17.92614449	16.02592052	0.586329877	17.40097869	0.575730875	0.586920464	0.590337262	15.12837954	17.6093129	0.588402907	0.593234216	19.15855607	0.59155006	0.587782054	0.583174479	0.591123897	18.79351987	0.579573189	17.56714467	0.579378993	0.590172259	0.588933022	19.95526287	0.582993833	0.584319245	17.89428795	0.591752645	0.59271008	0.59222191	0.592536028	0.59390042	17.05218328	0.57918429	0.588422706	15.43777302	14.55413551	0.584825015	0.590728316	0.592248852
A0A1W2PP11;A0A1W2PS40;C9JNP8;F8WCQ4;Q9H300	0.591247954	20.44159079	19.35882583	17.7855708	18.66932346	17.48449767	19.15879272	17.75694982	18.94635018	18.98107362	19.86726026	0.590807355	17.67476101	17.07870168	16.7823083	17.70023671	18.70429639	0.588512673	18.68859288	0.589277847	14.04889824	18.75924911	18.06161082	19.18149382	17.92451144	17.52798997	19.05237949	16.66623116	18.13438229	16.81093567	18.48289509	16.68774014	17.73046413	18.16043589	18.47490978	15.85109515	18.16745413	17.46515036	17.24113463	16.85301813	0.586272051	19.14375407	16.90332951	16.98612231	0.59078979	17.56614465	17.71489163	16.26040101	20.76356779	16.94101079	19.45378229	20.52098572	21.01739617	17.23766789	18.34985703	18.23631629	0.5915387	17.41316731	18.62284655	0.587236836	0.577421625	17.53066411
A0A1W2PP28	0.579378864	19.38829325	19.5729035	19.97048756	20.55159715	19.81511842	18.90323075	19.44586533	0.581885426	19.69791089	0.575377424	0.584429254	19.85855988	0.591504339	0.578420943	20.10345462	19.36938981	0.578858953	20.03219946	0.591780183	0.594297695	18.2890768	19.49904587	21.57241007	18.71179036	0.588238564	18.08955732	18.52086538	18.69226601	19.11891542	0.581187151	18.65106516	0.586661555	19.18678119	19.19812576	0.586079788	19.87268775	0.588853333	19.13264987	19.38012228	0.585564215	19.9562058	18.74975856	18.63181307	0.582003442	19.97658746	0.581251963	19.26279768	20.22927181	18.58641239	17.34519054	18.94083457	17.65787884	18.95367259	0.592022155	18.89454034	0.583583281	0.575543641	18.93124537	0.582439851	0.592666425	0.593419157
A0A1W2PPJ9;Q7RTN6	18.72801183	17.87399327	18.3219519	17.19339602	18.66646089	19.79108964	17.65014293	18.3227641	0.594101413	17.52969219	18.73459924	0.575593977	20.2280734	18.54676013	21.4872272	18.61977019	18.19913448	0.579435067	17.8247633	19.7678264	18.67533836	17.33906504	17.92240774	18.08796422	16.52496178	16.01089701	17.73481927	17.7894831	19.07676064	17.57516563	18.20588689	15.95915791	19.01969541	19.49131023	17.45489466	18.86236418	18.51950428	18.36379803	16.94832846	0.587434654	16.06845324	18.42535755	16.78061506	18.11439083	0.578855092	19.42369094	0.584248921	18.41257902	0.591356223	19.64564161	18.01671105	15.54433034	17.13771617	16.39361094	0.587974026	17.85361738	16.82843636	18.11519641	17.41394099	0.584488971	18.05808357	15.96753763
A0A1W2PQB1;H0Y755;M9MML0;P08637	0.580056205	16.06693237	18.41267928	17.86240647	0.585645675	18.76810798	17.08914187	17.81774712	0.575472522	0.592240709	0.584407205	19.24780049	18.28726316	17.81748073	17.77439035	0.594372696	0.579869815	0.59118968	15.37950939	0.588734031	0.594246268	18.7966125	16.75360279	0.588212082	17.64309795	16.74759579	16.93294163	15.6802727	16.62330104	18.20134382	17.09318219	0.575764107	0.583458155	0.591098236	18.6797611	0.593926057	0.578289233	0.591324184	18.48167159	20.22281111	0.577849067	18.51174843	17.144671	18.11409546	16.46573541	0.591296073	19.65791666	17.34278409	0.577028117	0.590176503	18.31042973	18.01760091	17.95438164	17.27790997	0.590488127	0.584346859	19.89347217	0.591795994	18.67337712	18.97853285	19.58475576	0.584582607
A0A1W2PQC2	19.43178055	19.50867214	18.26916464	20.30524183	21.99167304	19.93443371	0.582441617	19.05099348	0.589212582	22.87947808	19.66186267	17.72067033	20.85274094	19.54742246	21.05903644	19.35053108	18.95482614	21.18076449	21.6990186	19.45017295	21.35006241	19.75365451	20.46201567	20.70414808	18.86733003	18.77174596	22.69958315	20.87735126	17.86434779	17.01359904	17.89310791	22.42398619	19.9887548	23.85058136	21.08415731	18.65757022	19.41704679	22.61695889	21.46288015	20.69253707	17.82718636	20.03561146	18.26086772	19.44364422	19.98221549	22.39622272	21.12623592	20.64423148	0.590898028	20.20055592	17.00203003	18.79047995	17.90672668	17.57082655	0.576649908	21.81189871	21.48427111	20.36915174	20.12710515	0.581480081	15.87711176	19.98142156
A0A1W2PQJ7;Q7Z5J4	18.70647663	18.47931377	17.66126827	17.51402823	19.14056691	18.81617518	17.33396264	18.23833199	20.04141334	17.126252	19.1447617	15.93650486	19.81485428	17.54140743	0.591512226	18.60293996	17.99142765	15.69400127	18.72702	19.40604277	18.51573773	17.99705196	18.72037881	19.08734289	18.43145425	19.72115594	18.88473117	18.35434517	17.64489894	17.48131585	18.50528204	18.07827706	17.96396013	17.04064357	19.10142175	18.79120463	18.42211598	19.89729699	20.88866578	18.20955406	19.76189661	19.0001362	17.84592538	18.09967126	18.26999355	18.5488279	0.579403914	17.79352711	18.83033154	17.88156154	17.54037734	18.11063544	18.14857231	18.60248083	19.27524501	15.99915893	0.582047958	19.50488868	18.32302039	0.593949056	16.76445332	16.65628006
A0A1W2PR17;F2Z2I2;Q16875;Q5VX20;Q5W015	0.579896813	17.50828273	18.12362461	17.6283542	0.594187191	18.96198287	17.74151029	0.594243554	0.585260534	0.584631091	18.966701	0.590594212	0.585377836	0.593958626	0.581577961	18.54108822	0.583542319	19.61060721	0.580198553	18.89568048	0.592325302	18.22930394	18.41857313	20.30360853	18.23581456	18.33468588	18.45199886	17.89176322	16.40515445	17.63235172	16.95341381	13.58469544	17.76824612	0.582222565	19.2210311	16.75581973	0.582494878	0.592270765	17.98284817	18.50641425	17.77817351	16.8947174	17.69244928	17.42555015	17.95409494	18.25564569	0.590128367	15.68355002	0.577789783	18.73666246	17.84487248	17.89809428	15.38941222	17.57810948	0.586953575	0.580439656	0.592436449	0.586021088	17.62065634	18.0530066	15.32651877	0.584356757
A0A1W2PRA1;A0A1X7SBY3;H0Y860;Q9P246	18.39802537	17.79454219	17.79122401	19.64447409	19.34653051	19.99548088	18.2312811	19.01589226	0.586959774	20.29810089	18.62235998	16.78670635	0.579812004	17.83171402	0.576853354	18.90317834	16.45339624	18.90037155	18.16736883	18.47768355	17.22590479	19.25852966	19.23230644	0.590016232	17.88955001	18.64857581	17.89526713	18.45466013	18.64309233	17.52278193	17.37334045	16.95002097	18.02125671	18.06044477	17.68716068	16.73587536	17.42935796	18.78313513	20.59328819	20.13986716	20.52774067	18.87848401	17.43486731	18.72750369	0.576244922	19.93203692	19.65606583	18.2201306	20.56563961	20.59122009	16.95644609	18.06075925	19.24450103	17.25199389	0.585031422	0.581755162	17.86898086	17.98777672	16.98556307	17.97413403	0.583543872	17.17427182
A0A1W2PRV5;E7EQZ4;Q16637	17.80548195	16.68497083	16.77459304	17.24924195	17.40394326	17.90246712	16.97374439	17.71691625	0.585124072	18.37491331	18.46060025	1.494879566	13.78743741	17.4578142	17.82849166	16.38584937	15.32014443	0.592647238	17.11324029	18.78046408	19.08818895	16.42825703	17.27912708	18.08696469	17.03038678	17.41861353	17.45522072	17.46544036	17.40194391	18.05217067	17.32728167	17.45983006	17.96691843	18.78483321	17.55645764	16.93312908	16.09550793	18.24780223	15.68896375	17.74703333	18.02894154	17.31603993	15.73919675	17.1808534	18.29781678	18.0083209	19.15733861	16.58732945	20.59387173	18.23663015	18.05503099	17.25744309	17.76302459	16.2245723	20.69489122	15.19644139	16.78845389	17.46699127	17.11878396	0.579848287	0.593718284	17.04521457
A0A1W2PS05;Q8NEB9	18.88907853	20.29842551	19.84715047	19.96474653	18.46464384	18.92227125	19.07178394	20.23254345	0.582515866	19.55172809	19.37708208	21.99718517	21.23327795	19.39602042	19.61912773	21.26128764	19.87754701	19.42686067	20.4992228	19.62393071	21.37741761	21.08463454	20.41145707	0.591992773	20.33712955	19.63060897	21.39639717	21.08441184	18.5088966	20.46734957	20.96774086	20.60892661	20.83397301	19.120852	20.45763074	20.40657729	19.63829327	18.77082659	21.57993127	23.56602767	19.73913411	18.97135024	19.54564808	19.20292447	20.6414838	20.22833798	19.27903269	20.25862584	0.575325393	18.2682897	20.24531463	20.53784224	20.06641345	18.86960448	21.26406313	19.88281803	22.30406815	20.6157531	20.85930397	21.51237988	20.4987253	21.09712329
A0A286YF10;Q16873	21.36696994	0.583507961	22.80181461	22.33042415	21.20151119	22.10325611	0.587930069	19.26254853	17.47934584	22.15220545	22.85592646	20.48453713	0.582651931	22.72318315	0.585567989	22.66435125	21.07566716	20.6773106	23.13141819	22.32168716	21.02128602	21.34504175	23.69459902	20.66561155	20.13351179	22.96038089	22.54731443	19.26868876	17.97926382	17.44353117	21.37941486	0.58856807	20.61553793	20.46020427	20.44743868	20.39370886	21.18537378	21.33951962	17.73172858	0.587510915	21.0428166	22.69697729	20.3528289	22.28563349	0.582846661	0.587544429	0.59347097	20.72440362	21.98897942	0.581339166	20.62441508	21.06960579	15.64615073	0.589652198	22.5973056	20.97416274	0.580849846	21.8279811	19.71454917	15.71404025	0.581258037	20.21179548
A0A2Q3DP09;Q7Z3E5	19.9920838	14.93037794	18.63323561	13.87814196	19.37214105	19.15592548	19.07180194	17.50609265	0.583442933	0.575887108	0.591768171	19.85349498	19.82265563	18.97822271	0.582155712	20.22667633	0.581922691	0.577799079	19.95957185	18.81129325	0.580314265	16.98288524	16.12833249	20.32508801	18.30091863	0.580790779	19.18676139	17.49215918	16.02568081	16.65034598	17.89593236	14.69993829	18.8289307	0.576763152	18.76644449	18.3863784	19.36078441	0.575458784	15.73067888	17.37538909	17.4916601	18.60726495	18.49725335	17.02911835	0.578688089	19.83226239	0.594174711	0.579325301	19.36350544	16.18296652	16.90062104	18.9577322	0.577789663	18.29885771	0.585472729	19.55472011	0.581667399	19.64633611	0.590946692	0.57674772	0.593882024	18.16672809
A0A2R8Y432;A0A2R8Y4C1;A0A2R8Y589;A0A2R8Y5W6;A0A2R8Y7A4;A0A2R8Y7U5;A0A2R8YCP0;A0A2U3TZI9;A8MST6;Q5JTW2	0.594054369	0.591968721	0.586395074	0.581149919	0.577433755	0.587444568	13.24371035	0.590475778	0.576024904	0.580564442	0.584764443	0.584940304	0.578368177	0.578905293	0.591252095	0.588408853	0.583120576	0.585749256	0.581996006	0.584942085	0.578687209	0.59128499	0.592549487	0.589904889	0.59228088	16.4129848	0.592802287	0.583739083	12.78893435	17.45850299	16.60428321	0.579851853	0.587618961	0.591021542	0.585851859	0.590739674	0.580409532	0.578677793	14.39600447	0.590571087	0.579429778	19.28762869	0.58513216	0.592682183	17.30330849	0.59064964	0.580428631	18.93317529	0.58564595	0.581141512	0.58923546	0.589117037	0.588548984	0.582910066	0.575350464	0.590431101	0.585489898	0.589469568	0.583375018	0.591108722	0.588990969	0.591892755
A0A2R8Y4H2;B1AHR1;Q9UH03	0.583410469	0.582883849	0.592579717	0.577934893	0.577054825	0.585942301	0.583749152	0.576985042	0.580181982	0.585813925	0.594382674	0.585854248	0.591928284	17.70790063	0.579365439	15.0752041	16.39113829	0.585361085	0.589017268	0.594536084	0.588281136	0.592924328	0.58698036	0.583736922	0.576217011	0.593585344	0.592893439	0.584205669	0.586978794	0.587467478	0.593697768	0.585158003	15.87558804	0.590922642	0.583549591	15.6763599	13.63167787	0.584756294	0.593896038	0.586285894	16.59243605	0.586177293	0.57864408	0.576782156	0.584296519	0.586802255	0.590616162	0.582984446	0.580017354	0.592113779	0.587615441	0.59334452	0.591039437	0.589070231	0.593900001	0.584186239	0.577285454	0.588544647	0.578290236	0.5760021	0.591965831	0.592596188
A0A2R8Y4L3;A0A2R8Y7C3;A0A2R8YE98;F5H777;Q8N4S0	16.73207932	14.81931744	21.97760634	0.58428606	0.582511721	16.34931727	15.95021868	16.53282924	0.577036114	0.586316384	0.580078688	0.576573086	0.576721955	16.90592772	16.60384262	0.582421713	22.99968429	0.588618553	0.593618127	17.50039455	21.03128962	21.95737291	0.582271238	0.586401466	21.0135498	0.585770295	0.580327938	0.591947619	1	16.24777631	0.577916541	21.7189513	0.586019885	0.58415651	17.16657502	0.579637921	21.71798563	0.593959793	0.581797712	0.591780993	17.99234213	0.579395198	0.577191138	0.587138385	0.576603152	0.593093018	0.575395462	16.89849363	0.583487873	16.36061256	0.594196869	0.586394995	16.34497905	0.576078629	0.586620165	0.575495721	0.59105764	0.581074307	21.63775739	0.581589335	0.577252283	16.59077959
A0A2R8Y4U4;A0A2R8Y7R1;A0A2R8YFL3;P15260	17.44607466	17.07692142	17.66504298	17.38742733	0.576124528	18.01337158	18.03505043	16.27556316	21.14007163	16.58148277	17.91781101	16.30616059	18.02206382	16.63746842	17.02246958	18.33601683	0.578805378	18.16422595	18.12215925	18.81965229	18.49025352	17.01952897	17.08252217	16.07689631	18.95343797	17.76867258	17.61536618	15.92905212	18.06581448	18.77074111	17.60029157	16.39044425	19.02985471	17.60680324	18.3952075	19.95587788	18.75187602	0.58163796	17.96140191	15.46304673	19.4828749	17.09499082	16.36590549	16.53134017	18.46476023	19.25260913	18.21483046	18.81975518	0.580178285	18.30932286	19.55341884	18.00142967	16.44146541	16.7592046	0.580757484	0.588601377	0.589460534	17.45611135	17.81389615	0.592502312	0.593789945	18.75315798
A0A2R8Y5A6;A0A2R8YDM9	19.22716921	20.16915003	20.01107349	22.58918571	19.77684233	20.14766128	18.97190318	20.34616715	0.576131631	19.50431687	19.21592901	21.44662938	19.86795757	18.44610584	22.05264897	18.12948789	18.43140885	19.97716627	18.25481252	19.45491373	18.06709145	21.51506455	20.87069536	19.43948052	19.97783243	18.15913238	18.72604796	17.46360756	19.41111902	18.92293803	17.92724908	17.62270315	20.79088717	20.85098388	19.08488347	18.73750112	19.94888513	18.94403856	22.96326926	24.58527565	18.42164253	21.26950111	20.05046049	18.9707354	23.55785455	20.48394404	20.31314834	21.36087963	20.62960286	19.64505544	19.09141602	18.87899563	19.1788016	18.38751699	22.24706032	17.7772787	23.87281924	21.89740936	22.23316953	0.580616055	23.72894985	18.06056186
A0A2R8Y5H9;Q8IVT5	0.579815476	0.587304887	17.01874335	0.587703314	0.59117178	13.32177193	0.577080902	16.91306708	0.580746714	0.582688287	0.589669851	20.48068212	16.54098846	19.1275857	0.587712071	13.61938715	0.593203871	0.576185283	0.58088076	0.581744534	0.578417077	16.46590725	19.17527618	0.580768379	15.25092074	17.62406919	0.581764089	0.592421432	16.91358922	15.46792938	15.70212152	15.21575871	14.07582888	0.580684769	0.579671676	0.582103372	12.88286214	0.579505725	15.70269426	0.578773703	0.580497839	0.577667612	15.70035928	16.34185567	0.589750572	0.583509294	0.576585733	0.577544972	0.576333364	0.57619917	12.24152775	16.94387541	13.76642751	14.68859672	0.588853606	18.79753142	0.585080862	0.586111245	0.584166264	0.580063159	0.581029052	0.580720572
